title,authors,year,source,link,snippet,cited_by,pdf_link,gs_position,query
The Power of Screen Technology: What do Teens and Parents say?,M Lwandiko,,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4726826,"… year-olds who participated in the Adolescent Brain Cognitive Development (ABCD) Study, the … With this expansion of Internet use, children are exposed to different online risks, but can …",,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4726826,14,"""Adolescent Brain Cognitive Development"" ""internet use"""
Psychopathology and gaming disorder in adolescents,"K Falcione, R Weber",,jamanetwork.com,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2836903,"… Design, Setting, and Participants This cohort study used data from the Adolescent Brain Cognitive Development Study (release 5.1), analyzing 4289 adolescents in the US who played …",12,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2836903/falcione_2025_oi_250801_1753108814.4956.pdf,15,"""Adolescent Brain Cognitive Development"" ""internet use"""
Differential relationships of child anxiety and depression to child report and parent report of electronic media use,"PQ Fors, DM Barch",,Springer,https://link.springer.com/article/10.1007/s10578-019-00892-7,"… Using survey and interview data collected for 9- to 11-year-olds from the 21-site adolescent brain cognitive development study, we conducted generalized linear mixed models. Our …",48,https://link.springer.com/content/pdf/10.1007/s10578-019-00892-7.pdf,16,"""Adolescent Brain Cognitive Development"" ""internet use"""
Trajectories of psychotic‐like experiences in youth and associations with lifestyle factors,"R Cooper, E van Der Ven…",,Wiley Online Library,https://acamh.onlinelibrary.wiley.com/doi/abs/10.1111/jcpp.14179,"… We assessed data from the Adolescent Brain Cognitive Development Study (ABCD; Data Release 5.1), a longitudinal cohort study of 11,878 children recruited from 21 US study sites, …",4,,18,"""Adolescent Brain Cognitive Development"" ""internet use"""
Associations between screen time and internalizing disorder diagnoses among 9-to 10-year-olds,"L Roberston, JM Twenge, TE Joiner…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S0165032722005857,Background Children and adolescents spend an increasing amount of time with screen media. Identifying correlates of youth mental disorders has become more urgent with rates of …,46,,19,"""Adolescent Brain Cognitive Development"" ""internet use"""
Situating problematic gaming and psychotic-like experiences in the adolescent landscape of affordances: A cohort study,"V Paquin, Z Lavallee, M Huot-Lavoie…",,akjournals.com,https://akjournals.com/view/journals/2006/aop/article-10.1556-2006.2025.00094/article-10.1556-2006.2025.00094.xml,"… digital games, from the Adolescent Brain Cognitive Development Study in the US Measures … Association of problematic internet use with psychotic experiences and depression in …",,https://akjournals.com/view/journals/2006/aop/article-10.1556-2006.2025.00094/article-10.1556-2006.2025.00094.pdf,20,"""Adolescent Brain Cognitive Development"" ""internet use"""
Connectome-based predictive modelling of problematic gaming in youth from the ABCD study,"JJ Park, CM Lacadie, D Scheinost…",,akjournals.com,https://akjournals.com/view/journals/2006/aop/article-10.1556-2006.2025.00103/article-10.1556-2006.2025.00103.xml,"… ) fMRI data acquired by the Adolescent Brain Cognitive Development (ABCD) study at the … on issues related to impulse control, internet use and addictive behaviors; performed grant re…",,https://akjournals.com/view/journals/2006/aop/article-10.1556-2006.2025.00103/article-10.1556-2006.2025.00103.pdf,1,"""Adolescent Brain Cognitive Development"" ""internet use"""
The cost burden of problematic internet usage,"HJ Rumpf, T Effertz, C Montag",,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352154622000134,"Highlights • To date, no estimation of the cost burden of problematic use of the Internet is available. • Addictive, hazardous and harmful can be linked to significant economical and …",31,,2,"""Adolescent Brain Cognitive Development"" ""internet use"""
Situating Problematic Video Gaming and Psychotic-Like Experiences in the Adolescent Landscape of Affordances: A Cohort Study,"V Paquin, Z Lavallee, M Huot-Lavoie, BS Ku…",,medrxiv.org,https://www.medrxiv.org/content/10.1101/2025.03.24.25324546.abstract,"… Data used in the preparation of this article were obtained from the Adolescent Brain Cognitive Development (ABCD) Study (https://abcdstudy.org), held in the NIMH Data Archive (NDA). …",,https://www.medrxiv.org/content/medrxiv/early/2025/03/25/2025.03.24.25324546.full.pdf,4,"""Adolescent Brain Cognitive Development"" ""internet use"""
Game faces: How digital play affects the psychological landscape of youth,"KS Lager, G Corso",,cureus.com,https://www.cureus.com/articles/298611-game-faces-how-digital-play-affects-the-psychological-landscape-of-youth.pdf,"… the same Adolescent Brain Cognitive Development study … multivariate analysis of Problematic Internet Use criteria, were … would be linked to increased internet use, poorer academic …",5,https://www.cureus.com/articles/298611-game-faces-how-digital-play-affects-the-psychological-landscape-of-youth.pdf,5,"""Adolescent Brain Cognitive Development"" ""internet use"""
Social Media Usage and Its Association With the Social Media Addiction Scale Among Early Adolescents,"JC Hermann, KM Cummins, S Adise, AT Marshall…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S2949732926000232,"… Cross-sectional data on youth ages 10-13 years from the Adolescent Brain Cognitive Development SM Study (n = 5,639) were used. The majority of the sample was female, White, and …",,,6,"""Adolescent Brain Cognitive Development"" ""internet use"""
Screen media activity does not displace other recreational activities among 9–10 year-old youth: a cross-sectional ABCD study®,"B Lees, LM Squeglia, FJ Breslin, WK Thompson…",,Springer,https://link.springer.com/article/10.1186/s12889-020-09894-w,"… Data used in the preparation of this article were obtained from the Adolescent Brain Cognitive Development (ABCD) Study (https://abcdstudy.org), held in the NIMH Data Archive (NDA). …",23,https://link.springer.com/content/pdf/10.1186/s12889-020-09894-w.pdf,7,"""Adolescent Brain Cognitive Development"" ""internet use"""
Longitudinal Prediction of Adolescent Depression from Environmental and Polygenic Risk Scores,"EY Xu, PZ Grimes, ASF Kwong, SM Lawrie…",,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC12265767/,… -reported depression symptoms at 2-year follow-up were then regressed on candidate features which were present in baseline data from the Adolescent Brain Cognitive Development (…,2,,8,"""Adolescent Brain Cognitive Development"" ""internet use"""
Modifiable Parental Factors and Adolescent Sleep During Early Adolescence,"R Ge, S Whittle, SPH Khor, MBH Yap, B Bei…",,jamanetwork.com,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2838762,… Disclaimer: The Adolescent Brain Cognitive Development (ABCD) consortium investigators designed and implemented the study and/or provided data but did not necessarily participate …,2,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2838762/ge_2025_oi_250886_1757001433.36267.pdf,9,"""Adolescent Brain Cognitive Development"" ""internet use"""
Digital Overload and Focus: Understanding the Cognitive and Physiological Impacts of Technology Overuse,"B Yanamandra, A Chan, C Douros, G Ip, S Jha, C Kim…",,escholarship.org,https://escholarship.org/uc/item/1t02x2dv,"This paper examines the cognitive, emotional, and physiological effects of prolonged digital device use, revolving around the concept of digital overload. Evidence suggests that …",,https://escholarship.org/content/qt1t02x2dv/qt1t02x2dv.pdf,11,"""Adolescent Brain Cognitive Development"" ""internet use"""
Impact of screen and social media use on mental health,"LSE Ives, AH Patón, MAF Buratti, JÁ Pitti…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S2341287925002509,Impact of screen and social media use on mental health - ScienceDirect Skip to main contentSkip to article Elsevier logo Journals & Books Help Search My account Sign in View PDF …,8,,12,"""Adolescent Brain Cognitive Development"" ""internet use"""
Bidirectional Associations Between Screen Time and Irritability in Preadolescence: A Temporal Network Analysis,"L Zhang, N Bellaert, H Zhuo, Z Liew…",,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/10445463251415497,"… Data used in the preparation of this article were obtained from the Adolescent Brain Cognitive Development (ABCD) Study (https://abcdstudy.org), held in the NIMH Data Archive (NDA). …",,,13,"""Adolescent Brain Cognitive Development"" ""internet use"""
Neurobiological mechanisms underlying internet gaming disorder,"A Weinstein, M Lejoyeux",,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.31887/DCNS.2020.22.2/aweinstein,… the neurobiological correlates of addictive internet use in adolescents and young adults. … of 4277 adolescents in the Adolescent Brain Cognitive Development study (ABCD) via …,238,https://www.tandfonline.com/doi/pdf/10.31887/DCNS.2020.22.2/aweinstein,14,"""Adolescent Brain Cognitive Development"" ""internet use"""
"Childhood internalizing, externalizing and attention symptoms predict changes in social and nonsocial screen time","K Keyes, A Hamilton, M Finsaas, N Kreski",,Springer,https://link.springer.com/article/10.1007/s00127-024-02669-3,"… N = 9,066 children primarily aged 9–10 in the Adolescent Brain Cognitive Development Study at baseline and 1-year later. Psychiatric symptoms included internalizing, attention, and …",4,,15,"""Adolescent Brain Cognitive Development"" ""internet use"""
The effect of caffeine use in the relationship between gaming and sleep in adolescents: A mediation analysis,"JJ Park, X Han, MN Potenza, Y Zhao",,akjournals.com,https://akjournals.com/view/journals/2006/14/3/article-p1368.xml,"… 3, and 4 followup data from the Adolescent Brain Cognitive Development (ABCD) study. We … on issues related to impulse control, internet use and addictive behaviors; performed grant re…",2,https://akjournals.com/view/journals/2006/14/3/article-p1368.pdf,16,"""Adolescent Brain Cognitive Development"" ""internet use"""
9. Adherence to public health recommendations in TikTok content during the early days of the SARS-CoV-2 pandemic,"E Selkie, D Teng, V Adkins",,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC8916524/,"… Internet use increased dramatically, with the short-form video social media platform TikTok gaining popularity among adolescents and young adults (AYA). Displays of health behaviors …",2,https://pmc.ncbi.nlm.nih.gov/articles/PMC8916524/pdf/main.pdf,17,"""Adolescent Brain Cognitive Development"" ""internet use"""
New insights on bringing social context into addiction neuroscience,"OT Shevchouk, GJ Dowling…",,frontiersin.org,https://www.frontiersin.org/journals/behavioral-neuroscience/articles/10.3389/fnbeh.2024.1383016/full,"… to share many analyses from the Adolescent Brain Cognitive Development (ABCD) study, … nature of technology itself (online gaming, internet use, and mobile phone use, respectively) …",1,https://www.frontiersin.org/journals/behavioral-neuroscience/articles/10.3389/fnbeh.2024.1383016/pdf,18,"""Adolescent Brain Cognitive Development"" ""internet use"""
Problematic internet use and its relationship with motor proficiency among adolescents participating in extracurricular sports (a comparative study of Indonesia and …,"R Nurulfa, A Klavina",,vb.kvk.lt,https://vb.kvk.lt/object/elaba:274617709/,"… as positive predictors of PIU, whereas total Internet use per day showed a negative relationship, we assumed that structured or balanced online routines mitigated problematic …",,https://vb.kvk.lt/object/elaba:274617709/274617709.pdf,19,"""Adolescent Brain Cognitive Development"" ""internet use"""
P350. Brain Structural Covariation Relates Longitudinally to Screen Media Activity and Internalizing Psychopathology in Children,"Y Zhao, M Paulus, K Bagot…",,biologicalpsychiatryjournal.com,https://www.biologicalpsychiatryjournal.com/article/S0006-3223(22)00673-4/abstract,Background Engaging in screen media activity (SMA) is common among children and adolescents. Data suggest increased prevalence of internalizing mental health problems among …,,,20,"""Adolescent Brain Cognitive Development"" ""internet use"""
Impact of digital media on development and physical health,"MA Salmerón-Ruiz, CG de Ribera, VS Barberán…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S2341287925001528,"The goal of screen health is to reduce the deleterious impact of the use of screens, digital content and connected devices (collectively known as the ‘Internet of Things’) and harmful …",10,,12,"""Adolescent Brain Cognitive Development"" ""digital media"""
Associations between digital media use and brain surface structural measures in preschool-aged children,"JS Hutton, J Dudley, T DeWitt, T Horowitz-Kraus",,nature.com,https://www.nature.com/articles/s41598-022-20922-0,… Adolescent Brain Cognitive Development (ABCD) study found associations between higher digital media … to explore relationships between reported digital media use and measures of …,75,https://www.nature.com/articles/s41598-022-20922-0.pdf,17,"""Adolescent Brain Cognitive Development"" ""digital media"""
The impact of digital media on children's intelligence while controlling for genetic differences in cognition and socioeconomic background,"B Sauce, M Liebherr, N Judd, T Klingberg",,nature.com,https://www.nature.com/articles/s41598-022-11341-2,… Digital media bring a variety of new experiences that could have both benefits and drawbacks to the developing minds of children 5 . This topic is a source of heated public debates 6 …,116,https://www.nature.com/articles/s41598-022-11341-2.pdf,19,"""Adolescent Brain Cognitive Development"" ""digital media"""
Prospective association between screen use modalities and substance use experimentation in early adolescents,"JM Nagata, J Shim, P Low, KT Ganson, A Testa…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S0376871624014297,… The sample consisted of 8006 early adolescents (47.9 % female and 41.6 % racial/ethnic minority) from the prospective cohort data of the Adolescent Brain Cognitive Development (…,16,,1,"""Adolescent Brain Cognitive Development"" ""digital media"""
"Digital Media, Genetics and Change in ADHD Symptoms in Children–A Longitudinal Study","S Nivins, M Mooney, JT Nigg, T Klingberg",,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4871258,… The data used for the analyses presented in this paper are from the Adolescent Brain Cognitive Development (ABCD) Study [https://abcdstudy.org; NIMH Data Archive (NDA)]. Data can …,,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4871258,3,"""Adolescent Brain Cognitive Development"" ""digital media"""
The Impact of Media on Adolescent Health and Behavior During COVID-19,P Funes,,soar.suny.edu,https://soar.suny.edu/entities/publication/236e894c-8bc2-4bf9-8a4c-0a26c9d0da9d,"… Although media use was needed and beneficial for educational purposes during COVID19, digital media use also had adverse effects on adolescents’ mental health during such a …",,https://soar.suny.edu/bitstreams/b8ae649f-2eae-4a66-a8e5-b6d04745c493/download,19,"""Adolescent Brain Cognitive Development"" ""digital media"""
Neurocognitive latent factors associate with early tobacco and alcohol use among Adolescent Brain Cognitive Development Study youth,"SK Jones, ML Benton, BJ Wolf, J Barth…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1054139X24003008,… A principal component (PC) analysis of nine neurocognitive assessments was used to identify the cognitive structure of unrelated adolescent brain cognitive development study …,4,,20,"""Adolescent Brain Cognitive Development"" ""digital media"""
Improving the science of adolescent social media and mental health: Challenges and opportunities of smartphone-based mobile sensing and digital phenotyping,"JL Hamilton, MJ Dreier, B Caproni, J Fedor…",,Springer,https://link.springer.com/article/10.1007/s41347-024-00443-5,"The impact of social media (SM) use (‘screentime’) on adolescent mental health has been the focus of increasing concern, despite mixed findings from empirical research. Current …",15,https://link.springer.com/content/pdf/10.1007/s41347-024-00443-5.pdf,1,"""Adolescent Brain Cognitive Development"" ""digital media"""
Dynamic Interplay of Online Risk and Resilience in Adolescence (DIORA): a protocol for a 12-month prospective observational study testing the associations among …,"K Kostyrka-Allchorne, M Stoilova, J Bourgaize…",,bmjopen.bmj.com,https://bmjopen.bmj.com/content/14/9/e085061.abstract,Introduction The impact of digital activity on adolescent mental health has been difficult to assess because of methodological limitations and a lack of strong theory. Dynamic Interplay of …,2,https://bmjopen.bmj.com/content/bmjopen/14/9/e085061.full.pdf,3,"""Adolescent Brain Cognitive Development"" ""digital media"""
The Impact of Digital Media (Binge-Watching) Practices on Vision and Neurological Well-Being,"A Imran, N Rehman",,hnpublisher.com,https://hnpublisher.com/ojs/index.php/OMS/article/view/747,"… Method was experimental study on 5, 100 participants (ABCD) study Adolescent Brain Cognitive Development. It was found that excessive screen expositive leads to anxiety and …",,https://hnpublisher.com/ojs/index.php/OMS/article/download/747/688,4,"""Adolescent Brain Cognitive Development"" ""digital media"""
Screen Time Use Among US Adolescents During the COVID-19 Pandemic: Findings From the Adolescent Brain Cognitive Development (ABCD) Study.,TL Jernigan,,cir.nii.ac.jp,https://cir.nii.ac.jp/crid/1882272492907478144,"… (2) The COVID-19 pandemic and subsequent stay-at-home mandates, online learning, and social distancing requirements have led to an increasing reliance on digital media (ie, …",,,6,"""Adolescent Brain Cognitive Development"" ""digital media"""
… patterns of companion animals in families with children during the COVID-19 pandemic: Findings from the Adolescent Brain Cognitive Development (ABCD) …,"EK King, S Dowling-Guyer, E McCobb…",,frontiersin.org,https://www.frontiersin.org/journals/veterinary-science/articles/10.3389/fvets.2024.1364718/full,"… This research used data from the Adolescent Brain Cognitive Development (ABCD) Study®, a longitudinal study of brain development and youth health outcomes in the United States. …",,,7,"""Adolescent Brain Cognitive Development"" ""digital media"""
"With Neuroimaging, Large NIH Study Could Shine a Light on the Adolescent Brain",J Abbasi,,jamanetwork.com,https://jamanetwork.com/journals/jama/article-abstract/2748642,… Neuroimaging is a major focus of the Adolescent Brain Cognitive Development (ABCD) study. … At our baseline interview we had very basic questions about digital media use. More …,,,8,"""Adolescent Brain Cognitive Development"" ""digital media"""
"Digital Media, Genetics, and Risk for ADHD Symptoms in Children: A Longitudinal Study","S Nivins, MA Mooney, J Nigg…",,publications.aap.org,https://publications.aap.org/pediatricsopenscience/article/doi/10.1542/pedsos.2025-000922/205729,… The data used for the analyses presented in this paper are from the Adolescent Brain Cognitive Development (ABCD) Study [https://abcdstudy.org; NIMH Data Archive (NDA)]. Data can …,2,https://publications.aap.org/pediatricsopenscience/article-pdf/doi/10.1542/pedsos.2025-000922/1899119/pedsos_2025000922.pdf,9,"""Adolescent Brain Cognitive Development"" ""digital media"""
Adverse childhood experiences and early adolescent cyberbullying in the United States,"JM Nagata, N Trompeter, G Singh…",,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/jad.12124,"… digital media use; youth who have experienced ≥4 ACEs had three times the digital media … adolescent, respectively, to participate in the adolescent brain cognitive development study. …",44,https://pmc.ncbi.nlm.nih.gov/articles/PMC10079567/pdf/nihms-1851426.pdf,10,"""Adolescent Brain Cognitive Development"" ""digital media"""
The conception of the ABCD study: From substance use to a broad NIH collaboration,"ND Volkow, GF Koob, RT Croyle, DW Bianchi…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1878929317300725,"… Thus, the Adolescent Brain Cognitive Development study was created to answer the most … How does the use of different forms of digital media and/or amount of screen time exposure …",973,,11,"""Adolescent Brain Cognitive Development"" ""digital media"""
Cyberbullying and sleep disturbance among early adolescents in the US,"JM Nagata, JH Yang, G Singh, O Kiss, KT Ganson…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1876285922006349,"… Digital media education and counseling for adolescents, parents, teachers, and clinicians … Cross-sectional data from 2-year follow-up of the Adolescent Brain Cognitive Development (…",48,https://www.sciencedirect.com/science/article/am/pii/S1876285922006349,13,"""Adolescent Brain Cognitive Development"" ""digital media"""
Revisiting the Screen-Sleep-Mood Pathway,"M Ahmad, MF Saleem",,jamanetwork.com,https://jamanetwork.com/journals/jamapediatrics/article-abstract/2841190,"… ] years at baseline) from the Adolescent Brain Cognitive Development (ABCD) Study, excluding … of sleep and brain structural integrity in understanding digital media use consequences. …",,,16,"""Adolescent Brain Cognitive Development"" ""digital media"""
Children and Screens: New Research Reveals How Digital Media Affects Mental Health,"P Weigle, P Hurst-Della Pietra",,jaacap.org,https://www.jaacap.org/article/S0890-8567(19)31287-0/abstract,"… Data from the Adolescent Brain Cognitive Development Study on 4524 children ages 9–10 years found that screen media activity is associated with psychopathology and suicidality, …",2,,18,"""Adolescent Brain Cognitive Development"" ""digital media"""
"Associations of Data-Driven Longitudinal Digital Media Use Patterns and Youth Mental Health, Suicidal Ideation and Attempts","Y Xiao, Y Meng, TT Brown…",,biologicalpsychiatryjournal.com,https://www.biologicalpsychiatryjournal.com/article/S0006-3223(25)00138-6/abstract,… Methods: This cohort study utilized data from the Adolescent Brain Cognitive Development (… and 911 (8.8%) participants increased digital media use (changed from Cluster 2 to Cluster 1…,,,19,"""Adolescent Brain Cognitive Development"" ""digital media"""
Revisiting the Screen-Sleep-Mood Pathway—Reply,"JP Lima Santos, AM Soehner",,jamanetwork.com,https://jamanetwork.com/journals/jamapediatrics/article-abstract/2841189,"… digital media use and sleep in large samples, as these approaches can better capture nuances of different types of digital media … as the Adolescent Brain Cognitive Development (ABCD…",,,20,"""Adolescent Brain Cognitive Development"" ""digital media"""
Longitudinal tracking of alcohol expectancies and their associations with impulsivity in alcohol naïve youth in the adolescent brain cognitive development …,"F Adams, KS Ferster, LS Morris, MN Potenza…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S2772724624000556,… This study utilized the Adolescent Brain Cognitive Development cohort to examine how PAEs and NAEs develop over time and relate to each other. We also explored how self-reported …,4,,20,"""Adolescent Brain Cognitive Development"" texting"
Contemporary screen time usage among children 9–10‐years‐old is associated with higher body mass index percentile at 1‐year follow‐up: A prospective cohort …,"JM Nagata, P Iyer, J Chu, FC Baker…",,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/ijpo.12827,"… to newer modalities such as texting, social networking, video … time behaviours, each additional hour of texting (B = 0.92, 95% … -up in the Adolescent Brain Cognitive Development study …",47,https://pmc.ncbi.nlm.nih.gov/articles/PMC10044498/pdf/nihms-1864272.pdf,3,"""Adolescent Brain Cognitive Development"" texting"
Screen time and suicidal behaviors among US children 9–11 years old: A prospective cohort study,"J Chu, KT Ganson, FC Baker, A Testa, DB Jackson…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S0091743523000324,"… data from the Adolescent Brain Cognitive Development (ABCD) … For specific screen time modalities, each additional hour of texting (aOR … Adolescent brain cognitive development study …",52,,5,"""Adolescent Brain Cognitive Development"" texting"
Contemporary screen time modalities among children 9–10 years old and binge‐eating disorder at one‐year follow‐up: A prospective cohort study,"JM Nagata, P Iyer, J Chu, FC Baker…",,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/eat.23489,"… from the Adolescent Brain Cognitive Development (ABCD) … spent on social networking, texting, and watching television … by showing that more time spent texting, a relatively new form …",81,https://pmc.ncbi.nlm.nih.gov/articles/PMC9714253/pdf/nihms-1838495.pdf,8,"""Adolescent Brain Cognitive Development"" texting"
Demographic and Mental Health Assessments in the Adolescent Brain and Cognitive Development Study: Updates and Longitudinal Trajectories,"DM Barch, MD Albaugh, A Baskin-Sommers, BE Bryant…",,medrxiv.org,https://www.medrxiv.org/content/10.1101/2021.07.05.21260023.abstract,"… The Adolescent Brain Cognitive Development (ABCD) Study … date, the Adolescent Brain Cognitive Development□(ABCD) … mean to you online, in texts, or group texts, or on social media …",1,https://www.medrxiv.org/content/10.1101/2021.07.05.21260023.full.pdf,13,"""Adolescent Brain Cognitive Development"" texting"
Screen time and obsessive-compulsive disorder among children 9–10 years old: A prospective cohort study,"JM Nagata, J Chu, G Zamora, KT Ganson…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1054139X22007224,"… We analyzed prospective cohort data from the Adolescent Brain Cognitive Development study (n = 9,208). Logistic regression analyses were used to determine the associations …",32,,15,"""Adolescent Brain Cognitive Development"" texting"
Unraveling the neural threads: Exploring the association of violence exposure with early adolescent brain connectivity,"E Jagasia, N Perrin, J Campbell, S Johnson…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1878929326000174,"Violence affects over one billion children globally each year. Early adolescence is a sensitive period for neurobehavioral development, making it critical to understand how violence …",,,17,"""Adolescent Brain Cognitive Development"" texting"
Cyberbullying and eating disorder symptoms in US early adolescents,"CM Cheng, J Chu, KT Ganson…",,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/eat.24034,"… -up of the Adolescent Brain Cognitive Development (ABCD) … mean to you online, in texts, or group texts, or on social media … to them online, in texts or group texts, or on social media (like …",31,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.24034,1,"""Adolescent Brain Cognitive Development"" texting"
Contemporary screen time modalities and disruptive behavior disorders in children: a prospective cohort study,"JM Nagata, J Chu, KT Ganson…",,Wiley Online Library,https://acamh.onlinelibrary.wiley.com/doi/abs/10.1111/jcpp.13673,"… The rise of social media, video chatting, and texting warrants additional studies focused on … of baseline data from the Adolescent Brain Cognitive Development (ABCD) Study found …",50,https://pmc.ncbi.nlm.nih.gov/articles/PMC9771898/pdf/nihms-1821101.pdf,2,"""Adolescent Brain Cognitive Development"" texting"
The association between family environment and subsequent risk of cyberbullying victimization in adolescents,"IY Shao, AAA Al-Shoaibi, A Testa, KT Ganson…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1876285923004230,"… victimization using data from the Adolescent Brain Cognitive Development (ABCD). … to harm you or be mean to you online, in texts, or group texts, or on social media (like Instagram or …",10,,6,"""Adolescent Brain Cognitive Development"" texting"
Cyberbullying victimisation was associated with greater manic symptoms in early adolescence: a prospective cohort study,"JM Nagata, G Zamora, JH Wong…",,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/apa.70051,"… We analysed data from the Adolescent Brain Cognitive Development study from the period … to harm or be mean to them online, in texts, or on social media. We assessed the experience …",3,https://onlinelibrary.wiley.com/doi/pdf/10.1111/apa.70051,9,"""Adolescent Brain Cognitive Development"" texting"
Screen media use and sleep disturbance symptom severity in children,"GC Hisler, BP Hasler, PL Franzen, DB Clark…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352721820301935,"… within the Adolescent Brain Cognitive Development Study (ABCD; Release 2.0). … Children reported typical weekend and weekday use of TV, video, video game, social media, texting, …",71,https://drive.google.com/file/d/10CZF5Pb4k7FsCzdeSfOYLtJyuSCoFEAY/view,14,"""Adolescent Brain Cognitive Development"" texting"
"The association between adverse childhood experiences (ACEs), bullying victimization, and internalizing and externalizing problems among early adolescents …","N Trompeter, A Testa, JH Raney, DB Jackson…",,Springer,https://link.springer.com/article/10.1007/s10964-023-01907-2,"… 2-year follow-up of the Adolescent Brain Cognitive Development (ABCD) study (4.0 release)… you or be mean to you online, in texts, or group texts, or on social media (like Instagram or …",45,https://link.springer.com/content/pdf/10.1007/s10964-023-01907-2.pdf,20,"""Adolescent Brain Cognitive Development"" texting"
Parental psychological problems were associated with higher screen time and the use of mature‐rated media in children,"L Pulkki‐Råback, JD Barnes, M Elovainio…",,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/apa.16253,"… We used cross-sectional data from the Adolescent Brain Cognitive Development (ABCD) … (such as YouTube), playing online games, texting, visiting social networking sites (such as …",38,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/apa.16253,6,"""Adolescent Brain Cognitive Development"" texting"
"Social jet lag has detrimental effects on hallmark characteristics of adolescent brain structure, circuit organization, and intrinsic dynamics","M Risner, ES Katz, C Stamoulis",,academic.oup.com,https://academic.oup.com/sleep/advance-article-abstract/doi/10.1093/sleep/zsaf392/8373861,… Social jetlag and its association with screen time and nighttime texting among adolescents in … Image processing and analysis methods for the adolescent brain cognitive development …,,https://www.biorxiv.org/content/10.1101/2025.06.22.660935.full.pdf,8,"""Adolescent Brain Cognitive Development"" texting"
Association of cyberbullying experiences and perpetration with suicidality in early adolescence,"S Arnon, A Brunstein Klomek, E Visoki…",,jamanetwork.com,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2793627,"… of peer experiences assessed in the Adolescent Brain Cognitive Development study (overt … person or be mean to them online, in texts or group texts, or on social media (like Instagram …",86,https://jamanetwork.com/journals/jamanetworkopen/articlepdf/2793627/arnon_2022_oi_220543_1655298684.52928.pdf,9,"""Adolescent Brain Cognitive Development"" texting"
Approaching retention within the ABCD study,"SWF Ewing, L Chang, LB Cottler, SF Tapert…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S187892931730097X,"… This is especially important for the Adolescent Brain Cognitive Development (ABCD) study, where families are asked to stay engaged with the study throughout the course of 10 years. …",89,,11,"""Adolescent Brain Cognitive Development"" texting"
Resting state connectivity networks underpinning multisite pain in adolescent girls and boys,"E Hidalgo-Lopez, T Smith, H Becker, M Angstadt…",,Elsevier,https://www.sciencedirect.com/science/article/pii/S1526590024002347,… from the Adolescent Brain Cognitive Development Study (n=… Pain in the Adolescent Brain Cognitive Development (ABCD) … within the Adolescent Brain Cognitive Development (ABCD) …,1,,16,"""Adolescent Brain Cognitive Development"" texting"
ADHD and gaming addiction in adolescents: psychosocial mediators in the adolescent brain cognitive development study,"DA Lopez, A Lopez-Flores, S Shao…",,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC13002843/,"… Interventions that target constructive conflict resolution, consistent routines, and collaborative rule-setting around media use may be particularly effective in mitigating gaming addiction …",,,9,"""Adolescent Brain Cognitive Development"" ""media use"""
