paper_id,doi,title,first_author,year,journal,has_pdf,FT_IC1_C1,FT_IC1_C2,FT_IC1_C1_evidence,FT_IC1_C2_evidence,FT_IC1_RESOLVE,FT_IC1_RESOLVE_evidence,FT_IC1_FINAL,FT_IC2_C1,FT_IC2_C2,FT_IC2_C1_evidence,FT_IC2_C2_evidence,FT_IC2_RESOLVE,FT_IC2_RESOLVE_evidence,FT_IC2_FINAL,FT_IC3_C1,FT_IC3_C2,FT_IC3_C1_evidence,FT_IC3_C2_evidence,FT_IC3_RESOLVE,FT_IC3_RESOLVE_evidence,FT_IC3_FINAL,FT_IC4_C1,FT_IC4_C2,FT_IC4_C1_evidence,FT_IC4_C2_evidence,FT_IC4_RESOLVE,FT_IC4_RESOLVE_evidence,FT_IC4_FINAL,FT_IC5_C1,FT_IC5_C2,FT_IC5_C1_evidence,FT_IC5_C2_evidence,FT_IC5_RESOLVE,FT_IC5_RESOLVE_evidence,FT_IC5_FINAL,FT_IC6_C1,FT_IC6_C2,FT_IC6_C1_evidence,FT_IC6_C2_evidence,FT_IC6_RESOLVE,FT_IC6_RESOLVE_evidence,FT_IC6_FINAL,FINAL_DECISION,FINAL_EXCLUSION_CODE,FINAL_FAILED_CRITERION,FINAL_REASON,C1_edge_cases,C2_edge_cases,RESOLVER_edge_cases
291,10.1111/apa.17365,Problematic smartphone use: What can teenagers and parents do to reduce use?,Nicola J. Kalk,2024.0,Acta Paediatrica,1,UNKNOWN,MET,Abstract and early pages do not explicitly state use of U.S. ABCD Study data. Appears to be guidance/review article rather than ABCD data analysis.,"Cites ABCD Study cohort of 657 16–18-year-olds in England; references Carter et al. (2024) findings from ABCD sample regarding anxiety, depression, and problematic smartphone use.",,,MET,MET,NOT_MET,Problematic smartphone use measured and discussed; SMAQ scale referenced for assessing problematic use patterns.,"Paper discusses smartphone reduction strategies and reports findings about teenagers' use of strategies (silent mode, notifications off, etc.), but does not measure or analyze any original screen variables in ABCD data—it is commentary on prior published findings only.",UNKNOWN,,UNKNOWN,UNKNOWN,NOT_MET,"Without full text analysis, cannot verify presence of inferential statistical tests linking screen variables to non-screen outcomes in ABCD sample.","No original inferential statistical tests linking screen variables to non-screen outcomes. Paper is a perspective/commentary piece reviewing published literature, not reporting new analyses.",,,NOT_MET,UNKNOWN,NOT_MET,No numeric results visible in early pages; appears to be narrative guidance article.,"No original numeric results from the authors' own screen↔outcome analyses. All numbers cited are from prior published studies (e.g., Carter et al. 2024).",,,NOT_MET,NOT_MET,NOT_MET,Article appears to be editorial/guidance commentary rather than original empirical analysis of ABCD data.,"Perspective piece, not original empirical analysis. Explicitly labeled 'PERSPECTIVE' in journal. No new data analysis of ABCD cohort—reviews and synthesizes published findings.",,,NOT_MET,MET,MET,Peer-reviewed journal article published in Acta Paediatrica.,"Peer-reviewed journal article published in Acta Paediatrica, 2024.",,,MET,EXCLUDE,FT-EC3,FT_IC5,FT_IC5 NOT_MET → FT-EC3,,,
196,10.1038/s44277-024-00006-9,Probing the digital exposome: associations of social media use patterns with youth mental health.,"Pagliaccio, David",2024.0,NPP - digital psychiatry and neuroscience,1,MET,MET,Title and methods explicitly reference U.S. ABCD Study; analysis of baseline and follow-up ABCD data on social media use patterns.,"Uses U.S. ABCD Study data; explicitly states 'a large nationally diverse sample of adolescents from the Adolescent Brain Cognitive Development (ABCD) Study assessed between 2019–2020 (N = 10,147, Mage = 12.0)' at 2-year follow-up.",,,MET,MET,MET,Social media use patterns measured via passive app-based sensing (EARS) and self-report; multiple exposure dimensions quantified.,"Measures multiple screen variables: social media app types (TikTok, Instagram, Snapchat, etc.), time spent, cyberbullying exposure, secret accounts, and addictive/problematic use patterns (e.g., 'I use social media apps so much that it has had a bad effect on my schoolwork').",,,MET,MET,MET,"Reports statistical associations between social media use patterns and youth mental health outcomes (internalizing/externalizing symptoms, wellbeing).","Reports inferential statistical tests (linear-mixed-effects models, logistic regression) linking screen variables (exposomic risk scores, cyberbullying, secret accounts) to non-screen outcomes (BPM Total Problems T-scores, suicide attempt history). Example: cyberbullying coefficient estimate = 3.57 (p < 0.001).",,,MET,MET,MET,"Numeric coefficients reported including regression estimates, confidence intervals, and p-values for associations.","Reports multiple numeric coefficients and statistics: digital exposomic risk coefficient = 1.78 (95% CI = [1.58–1.98], t = 17.41, p < 0.001); OR for suicide attempts = 1.76 (95% CI = [1.39–2.23], p < 0.001); cyberbullying β = 3.57.",,,MET,MET,MET,Longitudinal analysis examining sequential associations between social media use and mental health over time.,Original cross-sectional empirical analysis using exposome-wide association study (ExWAS) methodology applied to ABCD data; split into training (n=5082) and testing (n=5065) subsamples with validation.,,,MET,MET,MET,Peer-reviewed journal article published in NPP - Digital Psychiatry and Neuroscience.,"Peer-reviewed journal article published in NPP – Digital Psychiatry and Neuroscience, 2024; open-access original article.",,,MET,INCLUDE,,,All 6 criteria MET,"E2,E8",E1,
192,10.1038/s41598-024-63566-y,Long-term impact of digital media on brain development in children,Samson Nivins,2024.0,Scientific Reports,1,MET,MET,Title references digital media impact on brain development in children; methods and early text indicate ABCD Study sample and longitudinal follow-up data used.,"Uses U.S. ABCD Study cohort: 'Of the 11,875 children from the ABCD study cohort, 6,469 children (age, mean (SD) = 9.9 (0.6) years; boys, n (%) = 3369 (52.1%)) fulfilled our inclusion criteria and were included at the T1 visit' and followed 4 years.",,,MET,MET,MET,Digital media exposure measured including screen time and content types; multiple screen modalities assessed.,"Measures digital media variables: using social media (hours/day), watching television/videos (hours/day), and playing video games (hours/day) across baseline and follow-up visits.",,,MET,MET,MET,"Reports associations between digital media exposure and brain structural outcomes (white matter, cortical thickness, etc.).","Reports inferential statistical tests (quadratic-mixed effect modeling, linear-mixed-effects models) linking screen variables (social media usage, video game usage, TV watching) to non-screen brain outcomes (global cortical surface area, striatum volume, cerebellum volume). Example: social media usage x time interaction with cerebellum, β = 0.02 (p < 0.001).",,,MET,MET,MET,"Numeric brain imaging results reported including effect sizes, correlation coefficients, and statistical significance.","Reports numeric coefficients and p-values in Table 2: social media usage x Time (linear) global CSA β = 0.03, p = 0.005; social media usage x Time² (quadratic) cerebellum β = −0.02, p < 0.001; playing video games x Time cerebellum β = 0.01, p = 0.005.",,,MET,MET,MET,Longitudinal empirical analysis examining long-term associations between digital media and neural development trajectories.,"Original empirical longitudinal analysis: 'prospective, multicentre, longitudinal cohort of children from the Adolescent Brain and Cognitive Development Study' with quadratic-mixed effect modeling and polynomial interactions over 4 years.",,,MET,MET,MET,Peer-reviewed journal article published in Scientific Reports.,"Peer-reviewed journal article published in Scientific Reports, 2024; open-access original research article.",,,MET,INCLUDE,,,All 6 criteria MET,,E2,
79,10.1016/j.acap.2023.11.019,The Association between Family Environment and Subsequent Risk of Cyberbullying Victimization in Adolescents.,"Shao, Iris Y",2024.0,Academic pediatrics,1,MET,MET,Methods explicitly state analysis of U.S. ABCD Study data; longitudinal cohort examined for cyberbullying outcomes.,"Paper explicitly analyzes ABCD data: 'We used multivariable logistic regressions to assess the association between parental monitoring and family conflict at year 1 and the subsequent risk of cyberbullying victimization at year 2 in 10,410 eligible ABCD study participants.'",,,MET,MET,NOT_MET,Cyberbullying victimization measured in context of family environment and digital interaction risks; family environment is screen-exposure context.,No screen variables measured. Paper focuses on parental monitoring and family conflict as predictors; outcome is cyberbullying victimization only.,NOT_MET,"No screen/digital-media exposure variable is measured. Parental monitoring and family conflict are predictors of cyberbullying victimization, not screen exposure. Per E6: 'Cyberbullying: paper also measures screen exposure → FT-IC2 MET. Cyberbullying only → FT-IC2 NOT_MET.' This paper measures only cyberbullying as outcome; parental monitoring/family conflict are non-screen predictors, not screen exposures.",NOT_MET,MET,MET,Reports associations between family environment (predictor) and cyberbullying victimization (digital harm outcome); family factors shape screen risk exposure.,Reports logistic regression tests linking family environment (non-screen) to cyberbullying victimization: parental monitoring OR=0.61 (95% CI: 0.50–0.75); family conflict OR=1.10 (95% CI: 1.04–1.16).,,,MET,MET,MET,"Numeric results including odds ratios, confidence intervals, and p-values for family environment→cyberbullying associations.","Multiple numeric results reported: parental monitoring OR: 0.61 (95% CI: 0.50, 0.75); family conflict OR: 1.10 (95% CI: 1.04–1.16); secondary analyses include individual items with ORs and CIs.",,,MET,MET,MET,Cross-sectional analysis of ABCD baseline and follow-up data examining predictors of cyberbullying victimization.,Original empirical analysis using multivariable logistic regression on ABCD longitudinal data (Year 1 to Year 2).,,,MET,MET,MET,Peer-reviewed journal article published in Academic Pediatrics.,"Peer-reviewed journal article published in Academic Pediatrics, 2024.",,,MET,EXCLUDE,FT-EC2,FT_IC2,FT_IC2 NOT_MET → FT-EC2,"E6,E15",E6,"E6,E15"
377,10.1177/00111287241305057,Traumatic Stress Exposure as a Predictor of Dual Systems Model Development: Examining Deviant Peer Association as a Social Mediating Mechanism,Thomas Wojciechowski,2024.0,Crime & Delinquency,1,MET,MET,"Methods indicate use of U.S. ABCD Study data; longitudinal analysis of trauma, peer association, and developmental pathways.","Paper explicitly states: 'The present study utilized data from the first five waves of the ABCD study... The ABCD comprised the responses of 11,880 youth aged 9 to 10 years at baseline and surveyed annually across 21 study sites.'",,,MET,NOT_MET,NOT_MET,"No screen or digital media exposure variable measured. Focus is on traumatic stress exposure, deviant peer association, and dual-systems model; no smartphone, social media, screen time, or digital platform variables.","No screen variables measured. Paper examines traumatic stress exposure, deviant peer association, sensation-seeking, and impulse control; no screen time, social media, gaming, or digital-media exposure measured.",,,NOT_MET,NOT_MET,NOT_MET,No screen↔non-screen associations tested. Paper examines trauma→peer association→delinquency pathways without screen variables.,"No screen-to-non-screen associations tested. SEM examines traumatic stress → deviant peer association → impulse control/sensation-seeking, with no screen variables in any pathway.",,,NOT_MET,NOT_MET,UNKNOWN,No screen-related numeric results extractable; no screen variable in model.,Cannot evaluate; FT-IC2 and FT-IC3 not met.,,,NOT_MET,MET,MET,Longitudinal empirical analysis of ABCD data using structural equation modeling to test dual-systems developmental model.,Original empirical analysis using structural equation modeling (SEM) on five waves of ABCD data to test direct and indirect effects.,,,MET,MET,MET,Peer-reviewed journal article published in Crime & Delinquency.,"Peer-reviewed journal article published in Crime & Delinquency, 2024.",,,MET,EXCLUDE,FT-EC2,FT_IC2,FT_IC2 NOT_MET → FT-EC2,,,
441,10.1556/2006.2024.00016,"Screen time, sleep, brain structural neurobiology, and sequential associations with child and adolescent psychopathology: Insights from the ABCD study.","Zhao, Yihong",2024.0,Journal of behavioral addictions,1,MET,MET,Title explicitly states 'ABCD study'; methods confirm longitudinal analysis of ABCD baseline and follow-up data.,"Paper explicitly uses ABCD data: 'This study utilized data from the Adolescent Brain Cognitive Development study (n = 4,641 ages 9-12) at baseline, Year1, and Year2 follow-up.'",,,MET,MET,MET,Screen time (total and modality-specific) measured as primary exposure variable in ABCD sample across multiple assessment waves.,"Screen media activity (SMA) explicitly measured: 'The SMA measure consisted of youth self-reports of the total number of hours spent on non-school-related SMA on a typical day... included time spent watching TV shows/movies, watching videos, playing video games, texting on electronic devices, visiting social networking sites, and video-chatting.'",,,MET,MET,MET,"Reports associations between screen time and child/adolescent psychopathology, mediated through sleep and brain structural pathways. Screen↔non-screen tests reported.","Multiple bidirectional SMA ↔ non-screen associations reported via CLPMs: sleep duration ↔ SMA (β = −0.10, p = 0.001; β = −0.04, p = 0.004); SMA ↔ externalizing symptoms (β = 0.10, p < 0.001); structural brain covariation mediating SMA-psychopathology relationship.",,,MET,MET,MET,Numeric path coefficients reported for screen time→sleep→psychopathology mediation; standardized estimates and p-values provided.,"Extensive numeric results: β = −0.10 [95%CI: −0.16, −0.03], p = 0.001 (sleep→SMA); β = 0.09 [95%CI: 0.05, 0.13], p < 0.001 (SMA→externalizing); multiple indirect effects with CIs.",,,MET,MET,MET,Longitudinal mediation analysis using structural equation modeling on ABCD data; examines sequential associations over time.,"Original empirical analysis using Cross-Lagged Panel Models (CLPMs) and structural equation modeling to test reciprocal relationships between SMA, sleep, brain structure, and psychopathology.",,,MET,MET,MET,Peer-reviewed journal article published in Journal of Behavioral Addictions.,"Peer-reviewed journal article published in Journal of Behavioral Addictions, 2024.",,,MET,INCLUDE,,,All 6 criteria MET,"E1,E3",,
136,10.1016/j.jadohealth.2023.09.001,"Examining the Bidirectional Associations Between Sleep Duration, Screen Time, and Internalizing Symptoms in the ABCD Study.","Zink, Jennifer",2024.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,MET,MET,Title explicitly states 'ABCD Study'; methods confirm longitudinal analysis of ABCD baseline through follow-up assessments.,"Paper explicitly analyzes U.S. ABCD Study baseline and one-year follow-up data (N=10,828 youth, mean age 9.9-10.9 years).",,,MET,MET,MET,Screen time measured as primary exposure; sleep duration and internalizing symptoms assessed across multiple ABCD waves.,"Screen time measured via ABCD Youth Screen Time Survey including six screen types (TV/movies/videos, video games, texting, video chatting, social media). Dichotomized as >2 hours/day vs ≤2 hours/day on weekdays and weekends separately.",,,MET,MET,MET,"Reports bidirectional associations between sleep duration, screen time, and internalizing symptoms via cross-lagged panel analysis; screen↔non-screen tests reported.","Multiple screen↔non-screen tests reported: sleep duration and screen time (weekday/weekend) as predictors of internalizing symptom subscales (withdrawn/depressed, anxious/depressed, somatic complaints) at one-year follow-up using multilevel logistic regression. Example: females with 9-11 hours sleep vs <9 hours, OR 0.6 (95% CI 0.4-0.8, p=.0007) for withdrawn/depressed symptoms.",,,MET,MET,MET,Numeric cross-lagged path coefficients reported for screen time→internalizing symptoms and reciprocal paths; standardized estimates and p-values.,"Numeric results reported throughout: adjusted OR 0.6 (95% CI 0.4-0.8) for sleep duration protecting against withdrawn/depressed symptoms in females; adjusted OR 1.6 (95% CI 1.1-2.2, p=.0129) for weekend screen time as risk for withdrawn/depressed symptoms in females; adjusted OR 0.8 (95% CI 0.6-0.97, p=.0275) for sleep on somatic complaints.",,,MET,MET,MET,Longitudinal cross-lagged panel analysis examining bidirectional associations over time in ABCD sample.,Original empirical longitudinal analysis examining bidirectional associations between baseline behaviors and one-year follow-up outcomes in ABCD cohort; designed to test screen time and sleep duration as predictors of internalizing symptoms.,,,MET,MET,MET,Peer-reviewed journal article published in The Journal of Adolescent Health.,Peer-reviewed journal article published in Journal of Adolescent Health (2024) with distinct longitudinal analyses differing from other ABCD publications.,,,MET,INCLUDE,,,All 6 criteria MET,"E1,E8",E8,
400,10.1186/s12966-024-01587-6,"Longitudinal associations of screen time, physical activity, and sleep duration with body mass index in U.S. youth.","Zink, Jennifer",2024.0,The international journal of behavioral nutrition and physical activity,1,MET,MET,Abstract and methods indicate longitudinal analysis of U.S. youth sample with ABCD cohort data; longitudinal associations examined across multiple assessment waves.,"Paper analyzes longitudinal data from ABCD Study (N=10,544 at baseline, ages 9-10 years) with one-year follow-up data collected before COVID-19 pandemic (2017-2019).",,,MET,MET,MET,Screen time measured as primary exposure variable; physical activity and sleep duration assessed as mediators/confounders.,"Screen time measured via ABCD Youth Screen Time Survey with six categories collapsed into three: streaming (TV/movies/videos), gaming, and socializing (social media/video chatting/texting). Both isotemporal substitution and compositional data analysis used to examine associations.",,,MET,MET,MET,"Reports longitudinal associations between screen time and body mass index, with physical activity and sleep duration as mediating/moderating factors; screen↔non-screen tests.","Multiple screen↔non-screen tests reported using both isotemporal substitution and compositional data analysis methods. Example screen-to-BMI tests: in females, replacing 30 min socializing with 30 min physical activity β=-0.03 (95% CI -0.05, -0.002); streaming (-0.03 [-0.05, -0.01]); gaming (-0.03 [-0.06, -0.01]); sleep with physical activity (0.02 [0.01, 0.03]).",,,MET,MET,MET,"Numeric longitudinal estimates reported including regression coefficients, confidence intervals, and p-values for screen time→BMI associations.","Numeric coefficients reported throughout: β=-0.03 (95% CI -0.05, -0.002) for streaming replacement; β=-0.03 for gaming replacement; β=0.02 for physical activity replacement in females; in males β=0.05 (95% CI [0.02, 0.08]) for socializing associated with higher BMI z-score one year later.",,,MET,MET,MET,"Longitudinal cohort analysis of U.S. youth examining sequential associations between screen time, physical activity, sleep, and BMI over time.","Original empirical longitudinal analysis of ABCD data examining associations between screen time, physical activity, sleep duration and BMI z-score using both isotemporal substitution and compositional data analysis approaches on one-year follow-up outcomes.",,,MET,MET,MET,Peer-reviewed journal article published in The International Journal of Behavioral Nutrition and Physical Activity.,Peer-reviewed journal article published in International Journal of Behavioral Nutrition and Physical Activity (2024) with novel compositional and isotemporal analyses distinct from prior publications.,,,MET,INCLUDE,,,All 6 criteria MET,"E1,E9",E2,
521,10.3389/fped.2023.1198033,Passive and social screen time in children with autism and in association with obesity.,,2023.0,Frontiers in pediatrics,1,UNKNOWN,NOT_MET,Title does not explicitly state U.S. ABCD Study; journal is Frontiers in Pediatrics. No author listed. Early pages do not confirm ABCD cohort status; may be separate autism/obesity study.,"Paper uses ABCD Study baseline data (N=10,842, ages 9-10 years) but only analyzes 1.7% with autism diagnosis (n=186 after propensity score matching to 930 TD children). Does not focus on or analyze U.S. ABCD data as primary population; instead uses ABCD to compare autism vs typically developing subgroup without analyzing representative ABCD sample.",,,NOT_MET,MET,MET,Passive and social screen time measured as primary exposure variables; assessed in children with autism and non-autism populations.,"Screen time measured via Youth Screen Time Survey with four categories examined: passive viewing (TV/movies/videos), video games, social media/video chat, and texting. Report hours per day separately for weekdays and weekends, then calculated weighted daily average.",,,MET,MET,MET,Reports associations between passive/social screen time and obesity outcomes in children with autism; screen↔non-screen associations examined.,"Screen↔non-screen tests reported: passive viewing, video games, and texting each compared to obesity prevalence using prevalence ratios with generalized linear models. Example: obesity prevalence increased significantly with increasing passive screen time duration (p=0.002), video game time (p=0.05), and texting (p=0.04).",,,MET,MET,MET,Numeric results reported for screen time associations with obesity including effect sizes and statistical significance measures.,"Numeric results reported: for passive viewing all children, obesity prevalence ratios with 95% CIs reported (e.g., 4h or more vs <2h: PR 2.15 [95% CI 1.40-3.31], p<.001); for video games overall p=0.05; mean screen time durations reported by gender and autism status with 95% CIs and p-values (e.g., boys with autism 2.9 vs TD 2.3 h, ratio 1.26 [1.13-1.42]).",,,MET,MET,MET,Empirical analysis examining relationships between screen time patterns and obesity in autism and general pediatric samples.,Original empirical cross-sectional analysis of baseline ABCD data examining associations between multiple types of screen time and obesity (BMI z-score ≥95th percentile) with propensity score matched sample.,,,MET,MET,MET,Peer-reviewed journal article published in Frontiers in Pediatrics.,Peer-reviewed journal article published in Frontiers in Pediatrics (2023) with original analyses of ABCD baseline data examining screen time patterns and obesity in autism.,,,MET,EXCLUDE,FT-EC1,FT_IC1,FT_IC1 NOT_MET → FT-EC1,,,
101,10.1016/j.dcn.2023.101218,Negative impact of daily screen use on inhibitory control network in preadolescence: A two-year follow-up study.,"Chen, Ya-Yun",2023.0,Developmental cognitive neuroscience,1,MET,MET,PDF explicitly states 'Adolescent Brain Cognitive Development (ABCD) Study' in abstract and methods; longitudinal 2-year follow-up study of ABCD participants ages 9-14 years.,"Explicitly uses U.S. ABCD Study data. N=8324 children ages 9-11 years at baseline (9/2016-10/2018), N=3891 at year 2 follow-up (7/2018-1/2020). Data obtained from ABCD 2.0 release from NIH Data Archive.",,,MET,MET,MET,Daily screen use measured as exposure variable; paper analyzes screen time and its impact on inhibitory control network.,"Screen time measured via 14-item child self-report questionnaire (abcd_stq01) assessing TV, video, video games on weekday/weekend; scored on 0-4+ hours scale. Daily average screen time calculated.",,,MET,MET,MET,Inferential statistical tests reported linking screen use to neural outcome (inhibitory control network); neuroimaging analysis examining screen-to-brain associations.,"Multiple inferential tests linking screen-activity proportion (SAP) to fronto-striatal connectivity (r=−0.040, r=−0.0933); mediation analysis testing SAP as mediator between BAS reward sensitivity and fronto-striatal connectivity; group comparisons via t-test; additional analyses examining striatal subdivisions.",,,MET,MET,MET,Numeric results reported for screen-neural associations; specific coefficients and statistical values reported in results/tables.,"Extensive numeric results reported: SAP-connectivity baseline r=−0.040, 95% CI [−0.0605, −0.0186], BF10=13.10; year 2 r=−0.0933, 95% CI [−0.1231, −0.0635], BF10=428995.74; group comparison t(1571)=3.043, p=0.002, Cohen's d=0.153; year 2 group t(709)=5.675, p<0.001, Cohen's d=0.427; mediation indirect effect B=−6.920e-5, 95% CI [−1.006e-4, −4.303e-5], p<0.001.",,,MET,MET,MET,Original empirical analysis of ABCD data; longitudinal design examining screen use effects on neurodevelopment.,"Original longitudinal empirical analysis of ABCD data with 2-year follow-up design. Resting-state fMRI and behavioral data analyzed using mixed-effects models, correlations, mediation analysis, and group comparisons.",,,MET,MET,MET,"Peer-reviewed journal article published in Developmental Cognitive Neuroscience, 2023.","Peer-reviewed journal article published in Developmental Cognitive Neuroscience, 2023.",,,MET,INCLUDE,,,All 6 criteria MET,,E14,
160,10.1016/j.ypmed.2023.107452,Screen time and suicidal behaviors among U.S. children 9-11Â years old: A prospective cohort study.,"Chu, Jonathan",2023.0,Preventive medicine,1,MET,MET,PDF abstract and methods state data from U.S. ABCD Study; prospective cohort study of U.S. children ages 9-11 years.,"Uses ABCD Study data with 11,633 participants (9-11 years at baseline), 2-year follow-up (11-14 years). PDF explicitly states analysis of baseline 2016-2018 and 2-year follow-up 2018-2020 ABCD 4.0 release data.",,,MET,MET,MET,Screen time measured and analyzed; paper examines screen time exposure in relation to suicidal behaviors.,"Measures multiple screen time exposures: total screen time (hours/day) and modality-specific (TV/movies, videos, video games, texting, video chatting, social media) via ABCD Youth Screen Time Survey.",,,MET,MET,MET,Inferential statistical tests linking screen time exposure to suicidal behaviors (non-screen outcome); prospective analysis reported.,"Logistic regression linking baseline screen time to suicidal behaviors at 2-year follow-up. Each additional hour of total screen time prospectively associated with suicidal behaviors (aOR 1.09, 95% CI 1.03-1.14). Modality-specific tests: texting (aOR 1.36), video chat (aOR 1.30), watching videos (aOR 1.21), video games (aOR 1.18).",,,MET,MET,MET,Numeric results reported for screen-suicidal behavior associations; specific p-values and statistical estimates in results.,Multiple numeric coefficients reported: total screen time aOR=1.09 (95% CI 1.03-1.14); texting aOR=1.36; video chat aOR=1.30; watching videos aOR=1.21; video games aOR=1.18. All from Table 2 and Results text.,,,MET,MET,MET,Original empirical analysis; prospective cohort study of ABCD data examining screen time and suicidal outcomes.,Prospective longitudinal cohort study design with baseline screen time exposure and 2-year follow-up outcome measurement of suicidal behaviors using KSADS-5.,,,MET,MET,MET,"Peer-reviewed journal article published in Preventive Medicine, 2023.","Peer-reviewed journal article published in Preventive Medicine, 2023.",,,MET,INCLUDE,,,All 6 criteria MET,,E8,
132,10.1016/j.jadohealth.2022.10.019,Adherence to 24-Hour Movement Recommendations and Health Indicators in Early Adolescence: Cross-Sectional and Longitudinal Associations in the Adolescent Brain Cognitive Development Study.,"Fung, Hoki",2023.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,MET,MET,PDF explicitly references 'Adolescent Brain Cognitive Development Study' (ABCD); cross-sectional and longitudinal analyses of ABCD data.,"Uses ABCD Study data (10,574 early adolescents at T1, 9,273 at T2). PDF explicitly describes ABCD study conducted on ABCD 4.0 data release, baseline 2016 to January 2021 with 2-year follow-up.",,,MET,MET,MET,24-hour movement recommendations including screen time measured; screen time is component of composite physical activity/lifestyle measure.,"Measures screen time as component of 24-hour movement behaviors. Self and parental reports of screen time extracted and binary-coded (adherence 1, non-adherence 0) for ≤2 hours screen time recommendation adherence.",,,MET,MET,MET,Inferential tests reported examining adherence to 24-hour movement guidelines (which includes screen time) and health indicators; associations with health outcomes analyzed.,"Linear mixed effects models examining associations between screen time adherence and multiple non-screen outcomes (cognition, psychosocial health, BMI, brain morphometry). Figure 2A-D shows coefficients for screen time-only and combined movement behaviors.",,,MET,MET,MET,Numeric results for movement guideline adherence and health associations; specific coefficients and statistical values reported.,"Numeric coefficients throughout Figure 2: Screen Time Only associations with cognition (β 0.95-0.98 at T1), psychosocial health (β -1.21 to -2.42), zBMI (β -0.23 to -0.31), gray matter volumes (β 1832.56 cortical). P-values indicated (***p<.001, **p<.01).",,,MET,MET,MET,Original empirical analysis; cross-sectional and longitudinal study of ABCD participants examining movement guidelines adherence and health indicators.,Cross-sectional analysis at T1 and longitudinal analysis T1 to T2 examining 24-hour movement guideline adherence and health indicators. Linear mixed effects models with original empirical analyses of ABCD data.,,,MET,MET,MET,"Peer-reviewed journal article published in Journal of Adolescent Health, 2023.","Peer-reviewed journal article published in The Journal of Adolescent Health, 2023.",,,MET,INCLUDE,,,All 6 criteria MET,E2,"E2,E8",
105,10.1016/j.drugalcdep.2023.110920,Association of cyberbullying victimization and substance initiation: The Adolescent Brain Cognitive Development (ABCD) study,Iris Yuefan Shao,2023.0,Drug and Alcohol Dependence,1,MET,MET,PDF states 'Adolescent Brain Cognitive Development (ABCD) study' explicitly; analysis of ABCD data examining cyberbullying and substance initiation.,"Uses ABCD Study data. Year 2 analysis includes 10,335 participants (mean age 12); Year 3 longitudinal analysis includes 6,095 participants (mean age 13). PDF states analysis of ABCD data at year 2 and year 3 follow-up.",,,MET,MET,NOT_MET,Cyberbullying measured; paper also measures online/digital exposure; cyberbullying victimization via digital platforms is analyzed.,Paper measures only cyberbullying victimization exposure (lifetime and past 12-month history via self-report questionnaire). No separate screen/digital-media exposure variable is measured. Cyberbullying alone does not qualify as a screen exposure per E6.,NOT_MET,Paper measures only cyberbullying victimization exposure (lifetime and past 12-month history via self-report questionnaire). No separate screen/digital-media exposure variable is measured. Per E6 and FT-IC2 definition: 'Cyberbullying: paper also measures screen exposure → FT-IC2 MET. Cyberbullying only → FT-IC2 NOT_MET.' This paper measures cyberbullying only without additional screen variables.,NOT_MET,MET,NOT_MET,Inferential statistical tests linking cyberbullying victimization to substance initiation; logistic regression analyses reported for digital-harm to substance-use associations.,"Criterion depends on FT-IC2. Although paper reports logistic regression linking cyberbullying to substance initiation (OR 2.17, 2.31, 2.22, 2.34), cyberbullying is not a qualifying screen exposure; therefore screen↔non-screen test criterion cannot be met.",NOT_MET,"Paper reports logistic regressions linking cyberbullying victimization to substance initiation (OR 2.17, 2.31, 2.22, 2.34). However, cyberbullying is not a qualifying screen exposure per FT-IC2 and E6. The association tested is cyberbullying↔substance initiation (non-screen↔non-screen), not screen↔non-screen. FT-IC3 cannot be MET without FT-IC2 being MET.",NOT_MET,MET,NOT_MET,Numeric results reported; odds ratios and 95% confidence intervals for cyberbullying-substance associations provided in results tables.,"Criterion depends on FT-IC3 and FT-IC2. Paper does report numeric ORs (2.17, 2.31, 2.22, 2.34) but for cyberbullying-substance associations, not screen-substance associations.",NOT_MET,"Numeric ORs are reported (2.17, 2.31, 2.22, 2.34 with CIs), but they are for cyberbullying-substance associations, not screen-substance associations. Since FT-IC3 is NOT_MET, FT-IC4 cannot be MET. Criteria cascade dependency.",NOT_MET,MET,MET,Original empirical analysis; secondary analysis of ABCD data examining cyberbullying victimization and substance initiation.,Prospective longitudinal cohort study with cross-sectional analysis at year 2 and longitudinal analysis year 2-3 using multivariable logistic regression. Original empirical analysis of ABCD data examining temporal associations.,,,MET,MET,MET,"Peer-reviewed journal article published in Drug and Alcohol Dependence, 2023.","Peer-reviewed journal article published in Drug and Alcohol Dependence, 2023.",,,MET,EXCLUDE,FT-EC2,FT_IC2,FT_IC2 NOT_MET → FT-EC2,E6,E6,E6
