row_id,doi,title,kw_screen_time,kw_social_media,kw_smartphone,kw_mobile_phone,kw_video_game,kw_gaming,kw_texting,kw_digital_media,kw_internet_use,kw_problematic_screen,kw_screen_use,kw_television,kw_media_use,match_location,any_keyword_hit,title_hit_count,abstract_hit_count,include_exclude,coder,date_coded,notes
242,10.1038/s41398-024-03165-7,Change in striatal functional connectivity networks across 2 years due to stimulant exposure in childhood ADHD: results from the ABCD sample.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
243,10.1016/j.addbeh.2024.108211,"Mobile phone ownership, social media use, and substance use at ages 11-13 in the ABCD study.",0,1,0,1,0,0,0,0,0,0,0,0,1,both,True,3,3,INCLUDE,AI,2026-03-24,
244,10.1080/08927936.2024.2406097,Pet Ownership and Family Involvement in Sports and Other Activities.,1,0,0,0,0,0,0,0,0,0,0,0,0,abstract,True,0,1,INCLUDE,AI,2026-03-24,
245,10.3389/frcha.2024.1481957,Resting-state fMRI activation is associated with parent-reported phenotypic features of autism in early adolescence.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
246,10.1111/jcpp.14062,"Callous-unemotional traits, cognitive functioning, and externalizing problems in a propensity-matched sample from the ABCD study.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
247,10.1001/jamanetworkopen.2024.44057,Cognitive and Behavioral Outcomes of Snoring Among Adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
248,10.1001/jamanetworkopen.2024.42803,Asthma and Memory Function in Children.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
249,10.1002/hbm.70066,Characterization and Mitigation of a Simultaneous Multi-Slice fMRI Artifact: Multiband Artifact Regression in Simultaneous Slices.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
250,10.1002/hbm.70070,A Site-Wise Reliability Analysis of the ABCD Diffusion Fractional Anisotropy and Cortical Thickness: Impact of Scanner Platforms.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
251,10.1037/amp0001284,Early adolescents' ethnic-racial discrimination and pubertal development: Parents' ethnic-racial identities promote adolescents' resilience.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
252,10.1016/j.ssmmh.2024.100361,State-level variation in the prevalence of child psychopathology symptoms in the US: Results from the ABCD study,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
253,10.1016/j.jad.2024.10.124,Neural mechanisms of reward processing in preadolescent irritability: Insights from the ABCD study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
254,10.1016/j.drugalcdep.2024.112491,An investigation of multimodal predictors of adolescent alcohol initiation.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
255,10.1038/s44220-024-00318-x,Linking neuroimaging and mental health data from the ABCD Study to UrbanSat measurements of macro environmental factors,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
256,10.1289/EHP14418,"Associations between Fine Particulate Matter Components, Their Sources, and Cognitive Outcomes in Children Ages 9-10 Years Old from the United States.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
257,10.1016/j.drugalcdep.2024.112473,Association between gender diversity and substance use experimentation in early adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
258,10.1038/s44220-024-00338-7,Attention-mediated genetic influences on psychotic symptomatology in adolescence,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
259,10.1016/j.bpsc.2024.10.002,Functional brain connectivity predictors of prospective substance use initiation and their environmental correlates.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
260,10.1001/jamapsychiatry.2024.3231,Traumatic and Adverse Childhood Experiences and Developmental Differences in Psychiatric Risk.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
261,10.1017/S0033291724002174,"Associations between polygenic scores for cognitive and non-cognitive factors of educational attainment and measures of behavior, psychopathology, and neuroimaging in the adolescent brain cognitive development study.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
262,10.1016/j.jad.2024.10.078,Discrimination and manic symptoms in early adolescence: A prospective cohort study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
263,10.1016/j.cortex.2024.09.013,Working memory related brain-behavior associations in the context of socioeconomic and psychosocial deprivation.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
264,10.1111/josh.13508,Lifetime History of Head or Traumatic Brain Injury Before Age 9 and School Outcomes: Results From the Adolescent Brain Cognitive Development Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
265,10.1038/s41588-024-01951-z,Genomic analysis of intracranial and subcortical brain volumes yields polygenic scores accounting for variation across ancestries.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
266,10.1016/j.dcn.2024.101466,Responsible use of population neuroscience data: Towards standards of accountability and integrity.,0,1,0,0,0,0,0,0,0,0,0,0,0,abstract,True,0,1,INCLUDE,AI,2026-03-24,
267,10.1080/02699052.2024.2416545,Functional network disruptions in youth with concussion using the Adolescent Brain Cognitive Development study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
268,10.1162/imag_a_00346,Heritability and Genetic Contribution Analysis of Structural-Functional Coupling in Human Brain.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
269,10.15288/jsad.24-00041,Social cognitive influences associated with susceptibility to nicotine and tobacco use in youth in the ABCD Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
270,10.1176/appi.focus.20240016,The ABCD and HBCD Studies: Longitudinal Studies to Inform Prevention Science.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
271,10.1038/s44220-024-00313-2,A phenome-wide association study of cross-disorder genetic liability in youth genetically similar to individuals from European reference populations,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
272,10.1017/S0033291724001806,Adolescent resilience in the face of COVID-19 stressors: the role of trauma and protective factors.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
273,10.3390/neurosci5040033,Resting-State Functional Connectivity Predicts Attention Problems in Children: Evidence from the ABCD Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
274,10.1093/sleep/zsae234,"Prospective associations between Sleep, Sensation-Seeking and Mature Screen Usage in Early Adolescents: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.",0,0,0,0,1,1,0,0,0,0,0,0,0,abstract,True,0,2,INCLUDE,AI,2026-03-24,
275,10.1038/s41386-024-01984-2,Neuroimaging in psychiatry: toward mechanistic insights and clinical utility.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
276,DOI: 10.1002/oby.24145,Distinct functional connectivity phenotypes in preadolescent children with binge eating disorder by BMI status,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
277,10.1017/S0954579424001597,Longitudinal panel networks of risk and protective factors for early adolescent suicidality in the ABCD sample.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
278,10.1016/j.eclinm.2024.102876,Functional imaging derived ADHD biotypes based on deep clustering: a study on personalized medication therapy guidance.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
279,10.1038/s41386-024-02000-3,Investigating cross-sectional and longitudinal relationships between brain structure and distinct dimensions of externalizing psychopathology in the ABCD sample.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
280,10.1017/S0954579424001603,Risk and resilience profiles and their transition pathways in the ABCD Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
281,DOI: 10.1111/jan.16526,Disordered Eating in Early Adolescence: Disparities Among Minoritised Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
282,10.1016/j.jad.2024.10.033,Dimensions of experienced gender and prospective self-injurious thoughts and behaviors in preadolescent children: A national study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
283,10.1186/s12889-024-20102-x,Screen time and mental health: a prospective analysis of the Adolescent Brain Cognitive Development (ABCD) Study.,1,0,0,0,1,0,1,0,0,0,1,0,0,both,True,1,4,INCLUDE,AI,2026-03-24,
284,10.1016/j.ajpc.2024.100883,Associations of adverse childhood experiences with blood pressure among early adolescents in the United States.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
285,10.1093/biomtc/ujae116,Bayesian inference for group-level cortical surface image-on-scalar regression with Gaussian process priors.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
286,10.1111/acer.15456,Exploring the intersection of polygenic risk scores and prenatal alcohol exposure: Unraveling the mental health equation.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
287,10.1007/s12144-024-06703-0,The moderating role of reward/punishment sensitivity in the relationship between intelligence and prosocial behavior in children,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
288,10.1016/j.jaacop.2024.09.009,Association Between Extreme Heat and Externalizing Symptoms in Pre- and Early Adolescence: Findings From the ABCD Study,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
289,10.3389/fnhum.2024.1379945,Puberty interacts with sleep and brain network organization to predict mental health.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
290,10.1017/S0033291724002368,Unsupervised machine learning for identifying attention-deficit/hyperactivity disorder subtypes based on cognitive function and their implications for brain structure.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
291, https://doi.org/10.1177/00111287241285582,Childhood Prevalence and Latent Classes of Behavioral Issues in the Adolescent Brain Cognitive Development-Social Development Dataset,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
292,10.1002/aur.3239,Autism is associated with in vivo changes in gray matter neurite architecture.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
293,10.1017/S003329172400179X,Pubertal timing mediates the association between threat adversity and psychopathology.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
294,10.1016/j.addbeh.2024.108181,Effect of comorbid psychologic and somatic symptom trajectories on early onset substance use among U.S. youth in the ABCD study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
295,10.1016/j.dcn.2024.101455,Brain structures with stronger genetic associations are not less associated with family- and state-level economic contexts.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
296,10.3389/fpsyt.2024.1417991,Negative and positive urgency as pathways in the intergenerational transmission of suicide risk in childhood.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
297,10.1016/j.jad.2024.09.100,The developmental and dynamic relationship between psychopathology and psychotic-like experiences trajectories in children and adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
298,10.1016/j.pmedr.2024.102892,Prevalence and sociodemographic associations with weight discrimination in early adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
299,10.1093/pnasnexus/pgae412,Socioeconomic resources in youth are linked to divergent patterns of network integration/segregation across the brain's transmodal axis.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
300,10.1371/journal.pone.0310538,The impact of breastfeeding on facial appearance in adolescent children.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
301,10.1111/ijpo.13173,Delay discounting and nucleus accumbens functional connectivity are related to weight status in adolescents from the ABCD study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
302,10.1001/jamapediatrics.2024.3578,Integrating Diet and Health Care in Child Health Research-Reply.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
303,10.1080/10826084.2024.2403109,Impact of Pre-Adolescent Substance Familiarity on Subsequent Use: Longitudinal Analysis of Risk by Latent Classes in the Adolescent Brain Cognitive Development Sample.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
304,10.1016/j.addbeh.2024.108162,From individual motivation to substance use initiation: A longitudinal cohort study assessing the associations between reward sensitivity and subsequent risk of substance use initiation among US adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
305,10.1016/j.psychres.2024.116183,Association of birth weight with neuropsychological functioning in early adolescence: A retrospective cohort study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
306,10.1089/lgbt.2023.0431,Gender Identity Disparities in Early Adolescent Sleep: Findings from the Adolescent Brain Cognitive Development Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
307,10.1111/jcpp.14054,Optimization of self- or parent-reported psychiatric phenotypes in longitudinal studies.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
308,10.1038/s41598-024-71309-2,Neurodevelopmental imprints of sociomarkers in adolescent brain connectomes.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
309,10.3389/fninf.2024.1430987,Efficient federated learning for distributed neuroimaging data.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
310,10.1080/15402002.2024.2401471,The impact of sleep problems during late childhood on internalizing problems in early-mid adolescence.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
311,10.1371/journal.pone.0307560,Happy children! A network of psychological and environmental factors associated with the development of positive affect in 9-13 children.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
312,10.1016/j.neuroimage.2024.120827,Neurodevelopmental Subtypes of Functional Brain Organization in the ABCD Study Using a Rigorous Analytic Framework.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
313,10.1038/s41467-024-52222-8,Cognitive processing speed and accuracy are intrinsically different in genetic architecture and brain phenotypes.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
314,10.1016/j.schres.2024.08.022,Are factors that predict conversion to psychosis associated with initial transition to a high risk state? An adolescent brain cognitive development study analysis.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
315,10.1016/j.jad.2024.08.225,A multi-level examination of impulsivity and links to suicide ideation among Native American youth.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
316,10.1093/braincomms/fcae250,Neural response to monetary incentives in acquired adolescent depression after mild traumatic brain injury: Stage 2 Registered Report.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
317,10.1007/s40519-024-01685-1,"Screen time, problematic screen use, and eating disorder symptoms among early adolescents: findings from the Adolescent Brain Cognitive Development (ABCD) Study.",1,1,0,1,0,0,0,0,0,1,1,0,1,both,True,3,6,INCLUDE,AI,2026-03-24,
318,10.1038/s41586-024-07805-2,Frontostriatal salience network expansion in individuals in depression.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
319,10.1073/pnas.2321965121,Depressive symptoms during the transition to adolescence: Left hippocampal volume as a marker of social context sensitivity.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
320,10.1002/jcv2.12276,Assessing a prediction model for depression risk using an early adolescent sample with self-reported depression,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
321,10.1016/j.jaac.2024.07.925,Neural and Behavioral Correlates of Binge Eating in 9- to 10-Year-Old Children.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
322,10.1001/jamanetworkopen.2024.33734,Sleep Disturbance and Subsequent Suicidal Behaviors in Preadolescence.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
323,10.1038/s41390-024-03533-5,"Breastfeeding has long-term impacts on the brain and body, but where do we go from here? (Commentary on 'Breastfeeding duration and brain-body development in 9-10-year-olds: modulating effect of socioeconomic levels').",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
324,10.1002/jcv2.12282,Longitudinal associations between youth prosocial behavior and dimensions of psychopathology,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
325,10.1038/s41386-024-01960-w,Replicability and generalizability in population psychiatric neuroimaging.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
326,10.1016/j.gloepi.2024.100161,Predicting adolescent psychopathology from early life factors: A machine learning tutorial.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
327,10.1001/jamapsychiatry.2024.2399,"Psychiatric Symptoms, Cognition, and Symptom Severity in Children.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
328,10.1016/j.acap.2024.08.013,"Anxiety and Depression Symptoms, Adverse Childhood Experiences, and Persistent/Recurrent Pain Across Early Adolescence.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
329,10.1038/s41593-024-01736-x,Ventral attention network connectivity is linked to cortical maturation and cognitive ability in childhood.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
330,10.1016/j.bbr.2024.115217,Empirical examination of working memory performance and its neural correlates in relation to delay discounting in two large samples.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
331,10.1093/schbul/sbae141,"Associations Between Genetic Risk, Physical Activities, and Distressing Psychotic-like Experiences.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
332,10.1016/j.cortex.2024.05.024,Interactive roles of preterm-birth and socioeconomic status in cortical thickness of language-related brain structures: Findings from the Adolescent Brain Cognitive Development (ABCD) study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
333,10.1001/jama.2024.12747,Characterizing Long COVID in Children and Adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
334,10.1177/01939459241273361,Factors Affecting Health Care Utilization Associations Among Young Adolescents With Persistent or Recurrent Pain.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
335,10.1016/j.pscychresns.2024.111877,Amygdala connectivity is associated with withdrawn/depressed behavior in a large sample of children from the Adolescent Brain Cognitive Development (ABCD) Study®.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
336,10.1038/s41386-024-01966-4,Concurrent and longitudinal neurostructural correlates of irritability in children.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
337,10.1007/s10519-024-10191-0,Correction: Associations Between Adolescent Pain and Psychopathology in the Adolescent Brain Cognitive Development (ABCD) Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
338,10.1016/j.biopsycho.2024.108856,Neural Mechanisms of Inhibitory Control in Preadolescent Irritability: Insights from the ABCD Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
339,10.1016/j.jadohealth.2024.06.020,Longitudinal Use Patterns of Technology Subtypes During the Transition Into Early Adolescence: Results From the Adolescent Brain Cognitive Development Study.,0,1,0,0,1,0,1,0,0,0,0,0,0,abstract,True,0,3,INCLUDE,AI,2026-03-24,
340,10.1177/07067437241271696,Prenatal Cannabis and Tobacco Co-Exposure and Its Association with Behavioural Outcomes in Middle Childhood: Co-exposition prénatale au cannabis et au tabac et son association avec les résultats comportementaux au cours de l'enfance intermédiaire.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
341,10.1111/cdev.14143,Beyond average outcomes: A latent profile analysis of diverse developmental trajectories in preterm and early term-born children from the Adolescent Brain Cognitive Development study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
342,10.1016/j.jadohealth.2024.06.017,Neurocognitive Latent Factors Associate With Early Tobacco and Alcohol Use Among Adolescent Brain Cognitive Development Study Youth.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
343,10.1016/j.jaac.2024.07.924,"Do Ethnic Identity, Familial, and Community Contexts Impact the Association Between Adverse Life Events and Psychopathology Among Latinx Adolescents?",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
344,10.1016/j.acap.2024.07.022,Sexual identity is associated with adverse childhood experiences (ACEs) in US early adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
345,10.1016/j.jaac.2024.08.002,Editorial: Interpersonal Racial-Ethnic Discrimination and Psychopathology in the ABCD Cohort.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
346,10.1016/j.dadr.2024.100271,Longitudinal tracking of alcohol expectancies and their associations with impulsivity in alcohol naïve youth in the adolescent brain cognitive development (ABCD) study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
347,10.1016/j.bpsc.2024.07.026,Leveraging distributed brain signal at rest to predict internalizing symptoms in youth.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
348,10.1111/cdev.14138,Using latent transition analysis to evaluate the impact of perceived threats on emotional and behavioral development.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
349,10.3389/fnint.2024.1437585,Association of chronotype with language and episodic memory processing in children: implications for brain structure.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
350,10.1289/EHP13427,The Association between Exposure to Fine Particulate Air Pollution and the Trajectory of Internalizing and Externalizing Behaviors during Late Childhood and Early Adolescence: Evidence from the Adolescent Brain Cognitive Development (ABCD) Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
351,10.1038/s41598-024-68467-8,Passively sensing smartphone use in teens with rates of use by sex and across operating systems.,0,1,1,0,0,0,1,0,0,0,0,0,0,both,True,1,3,INCLUDE,AI,2026-03-24,
352,10.3389/frcha.2024.1410804,Understanding psychotic-like experiences in children in the context of dimensions of psychological problems.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
353,10.1016/S2215-0366(24)00187-1,Cortical structure and subcortical volumes in conduct disorder: a coordinated analysis of 15 international cohorts from the ENIGMA-Antisocial Behavior Working Group.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
354,10.1038/s43856-024-00576-x,Exposure to multiple ambient air pollutants changes white matter microstructure during early adolescence with sex-specific differences.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
355,10.1038/s41562-024-01931-7,Power and reproducibility in the external validation of brain-phenotype predictions.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
356,10.1038/s41380-024-02683-6,"Cognitive and psychiatric relevance of dynamic functional connectivity states in a large (N > 10,000) children population.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
357,10.1080/13811118.2024.2372616,Trauma Exposure Moderates the Link Between Cognitive Flexibility and Suicide Risk in Pre-Adolescent Children.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
358,10.1016/j.biopsych.2024.07.019,Dimensions of early life adversity are differentially associated with patterns of delayed and accelerated brain maturation.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
359,10.1007/s00787-024-02515-6,"Association between twin status with cognitive, behavioral development and brain structure in early adolescence: a retrospective cohort analysis based on the Adolescent Brain Cognitive Development Study.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
360,10.5334/cpsy.112,Enhancing Within-Person Estimation of Neurocognition and the Prediction of Externalizing Behaviors in Adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
361,10.1016/j.cortex.2024.06.019,Distinct structural brain network properties in children with familial versus non-familial attention-deficit/hyperactivity disorder (ADHD).,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
362,10.1016/j.psyneuen.2024.107149,Reduced hippocampal volume unmasks distinct impacts of cumulative adverse childhood events (ACEs) on psychotic-like experiences in late childhood and early adolescence.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
363,10.1016/j.ssmph.2024.101702,Parental incarceration and health risks in a population-based study of U.S. early adolescents: Results among racialized groups.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
364,10.1111/apa.17349,Family conflict and less parental monitoring were associated with greater screen time in early adolescence.,1,0,0,0,1,0,0,0,0,0,0,1,0,both,True,1,3,INCLUDE,AI,2026-03-24,
