row_id,title,authors,journal,year,doi,url,url_type,coder,date_coded,notes
209,Gender diversity and daily steps: Findings from the Adolescent Brain Cognitive Development Study.,Nagata JM; Sui S; Kim AE; Shao IY; Otmar CD; Ganson KT; Testa A; Dooley EE; Gooding HC; Baker FC; Pettee Gabriel K,Annals of epidemiology,2024,10.1016/j.annepidem.2024.11.004,https://doi.org/10.1016/j.annepidem.2024.11.004,DOI,AI,2026-03-24,
210,"Exploring the associations between the presence, characteristics, and biopsychosocial covariates of pain and lifetime depression in adolescents: A cross-sectional ABCD study analysis.",Tagliaferri SD; Nguyen J; Han LKM; Cotton SM; Menssink J; Ratheesh A; Noel M; Schmaal L,Journal of affective disorders,2024,10.1016/j.jad.2024.12.025,https://doi.org/10.1016/j.jad.2024.12.025,DOI,AI,2026-03-24,
211,Multimodal neural correlates of childhood psychopathology.,Royer J; Kebets V; Piguet C; Chen J; Ooi LQR; Kirschner M; Siffedi V; Misic B; Yeo BTT; Bernhardt BC,eLife,2024,10.7554/eLife.87992,https://doi.org/10.7554/eLife.87992,DOI,AI,2026-03-24,
212,Syndrome-informed phenotyping identifies a polygenic background for achondroplasia-like facial variation in the general population.,Vanneste M; Hoskens H; Goovaerts S; Matthews H; Devine J; Aponte JD; Cole J; Shriver M; Marazita ML; Weinberg SM; Walsh S; Richmond S; Klein OD; Spritz RA; Peeters H; Hallgrímsson B; Claes P,Nature communications,2024,10.1038/s41467-024-54839-1,https://doi.org/10.1038/s41467-024-54839-1,DOI,AI,2026-03-24,
213,"Prenatal Tobacco Exposure, Brain Subcortical Volumes, and Gray-White Matter Contrast.",Puga TB; Doucet GE; Thiel GE; Theye E; Dai HD,JAMA network open,2024,10.1001/jamanetworkopen.2024.51786,https://doi.org/10.1001/jamanetworkopen.2024.51786,DOI,AI,2026-03-24,
214,"Race, Ethnicity, and Sleep in US Children.",Wang Y; Zhao Z; Zhang Y; Yan J; Zhang MR; Jelsma E; Johnson S; Cham H; Alegría M; Yip T,JAMA network open,2024,10.1001/jamanetworkopen.2024.49861,https://doi.org/10.1001/jamanetworkopen.2024.49861,DOI,AI,2026-03-24,
215,The Adolescent Brain Cognitive Development Study and How We Think About Addiction.,Pichardo F; Wilson S,JAMA network open,2024,10.1001/jamanetworkopen.2024.51997,https://doi.org/10.1001/jamanetworkopen.2024.51997,DOI,AI,2026-03-24,
216,Neuroanatomical Variability and Substance Use Initiation in Late Childhood and Early Adolescence.,Miller AP; Baranger DAA; Paul SE; Garavan H; Mackey S; Tapert SF; LeBlanc KH; Agrawal A; Bogdan R,JAMA network open,2024,10.1001/jamanetworkopen.2024.52027,https://doi.org/10.1001/jamanetworkopen.2024.52027,DOI,AI,2026-03-24,
217,Dissociable Contributions of Goal-Relevant Evidence and Goal-Irrelevant Familiarity to Individual and Developmental Differences in Conflict Recognition.,Weigard A; Suzuki T; Skalaban LJ; Conley M; Cohen AO; Garavan H; Heitzeg MM; Casey BJ; Sripada C; Heathcote A,Cognitive science,2024,10.1111/cogs.70019,https://doi.org/10.1111/cogs.70019,DOI,AI,2026-03-24,
218,Beyond out-of-sample: robust and generalizable multivariate neuroanatomical patterns of psychiatric problems in youth.,Xu B; Wang H; Dall'Aglio L; Luo M; Zhang Y; Muetzel R; Tiemeier H,Molecular psychiatry,2024,10.1038/s41380-024-02855-4,https://doi.org/10.1038/s41380-024-02855-4,DOI,AI,2026-03-24,
219,Sexual orientation discrimination and eating disorder symptoms in early adolescence: a prospective cohort study.,Nagata JM; Diep T; Helmer CK; Domingue SK; Al-Shoaibi AA; Raney JH; Ganson KT; Testa A; He J; Brindis CD; Baker FC,Journal of eating disorders,2024,10.1186/s40337-024-01157-y,https://doi.org/10.1186/s40337-024-01157-y,DOI,AI,2026-03-24,
220,Measurement Equivalence of Family Functioning and Psychosis Risk Measures in the Adolescent Brain Cognitive Development Study.,Su CC; Ruggero CJ; Neumann CS; Cicero DC,Assessment,2024,10.1177/10731911241298079,https://doi.org/10.1177/10731911241298079,DOI,AI,2026-03-24,
221,Study design features increase replicability in brain-wide association studies.,Kang K; Seidlitz J; Bethlehem RAI; Xiong J; Jones MT; Mehta K; Keller AS; Tao R; Randolph A; Larsen B; Tervo-Clemmens B; Feczko E; Dominguez OM; Nelson SM; Schildcrout J; Fair DA; Satterthwaite TD; Alexander-Bloch A; Vandekar S,Nature,2024,10.1038/s41586-024-08260-9,https://doi.org/10.1038/s41586-024-08260-9,DOI,AI,2026-03-24,
222,Childhood Adversity and the Pace of Brain Development.,Whittle S,Biological psychiatry,2024,10.1016/j.biopsych.2024.10.015,https://doi.org/10.1016/j.biopsych.2024.10.015,DOI,AI,2026-03-24,
223,Concurrent and prospective associations of social media usage with binge eating symptoms in early adolescence.,Shi X; Duck SA; Jansen E; Borsarini B; Blackwell CK; Li Y; Carnell S,"Obesity (Silver Spring, Md.)",2024,10.1002/oby.24199,https://doi.org/10.1002/oby.24199,DOI,AI,2026-03-24,
224,Hierarchical individual variation and socioeconomic impact on personalized functional network topography in children.,Zhao S; Su H; Cong J; Wen X; Yang H; Chen P; Wu G; Fan Q; Ma Y; Xu X; Hu C; Li H; Keller A; Pines A; Chen R; Cui Z,BMC medicine,2024,10.1186/s12916-024-03784-3,https://doi.org/10.1186/s12916-024-03784-3,DOI,AI,2026-03-24,
225,The relationship between sleep and menstrual problems in early adolescent girls.,Kiss O; Arnold A; Weiss HA; Baker FC,Sleep science and practice,2024,10.1186/s41606-024-00111-w,https://doi.org/10.1186/s41606-024-00111-w,DOI,AI,2026-03-24,
226,Transgender Identity and Attention Deficit Hyperactivity Disorder Symptoms: Findings From the Adolescent Brain Cognitive Development Study.,Ignatova E; Balasubramanian P; Raney JH; Ganson KT; Testa A; He J; Baker FC; Nagata JM,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2024,10.1016/j.jadohealth.2024.10.015,https://doi.org/10.1016/j.jadohealth.2024.10.015,DOI,AI,2026-03-24,
227,Associations between prenatal caffeine exposure and child development: Longitudinal results from the Adolescent Brain Cognitive Development (ABCD) Study.,Modi H; Baranger DAA; Paul SE; Gorelik AJ; Hornstein A; Balbona JV; Agrawal A; Bijsterbosch JD; Bogdan R,Neurotoxicology and teratology,2024,10.1016/j.ntt.2024.107404,https://doi.org/10.1016/j.ntt.2024.107404,DOI,AI,2026-03-24,
228,The effects of adverse life events on brain development in the ABCD study®: a propensity-weighted analysis.,Elton A; Lewis B; Nixon SJ,Molecular psychiatry,2024,10.1038/s41380-024-02850-9,https://doi.org/10.1038/s41380-024-02850-9,DOI,AI,2026-03-24,
229,Negative Urgency and Lack of Perseverance Predict Suicidal Ideation and Attempts Among Young Adolescents.,Scheve B; Xiang Z; Lam B; Sadeh N; Baskin-Sommers A,"Journal of clinical child and adolescent psychology : the official journal for the Society of Clinical Child and Adolescent Psychology, American Psychological Association, Division 53",2024,10.1080/15374416.2024.2426128,https://doi.org/10.1080/15374416.2024.2426128,DOI,AI,2026-03-24,
230,Adolescent brain maturation associated with environmental factors: a multivariate analysis.,Ray B; Jensen D; Suresh P; Thapaliya B; Sapkota R; Farahdel B; Fu Z; Chen J; Calhoun VD; Liu J,Frontiers in neuroimaging,2024,10.3389/fnimg.2024.1390409,https://doi.org/10.3389/fnimg.2024.1390409,DOI,AI,2026-03-24,
231,"Associations among environmental unpredictability, changes in resting-state functional connectivity, and adolescent psychopathology in the ABCD study.",Yang Y; Kong T; Ji F; Liu R; Luo L,Psychological medicine,2024,10.1017/S0033291724001855,https://doi.org/10.1017/S0033291724001855,DOI,AI,2026-03-24,
232,Multimodal brain age indicators of internalising problems in early adolescence: A longitudinal investigation.,MacSweeney N; Beck D; Whitmore L; Mills KL; Westlye LT; von Soest T; Ferschmann L; Tamnes CK,Biological psychiatry. Cognitive neuroscience and neuroimaging,2024,10.1016/j.bpsc.2024.11.003,https://doi.org/10.1016/j.bpsc.2024.11.003,DOI,AI,2026-03-24,
233,Revisiting Resting-State Functional Connectivity of the Amygdala and Subgenual Anterior Cingulate Cortex in Depressed Adolescents and Adults.,Fan S; Wang Y; Wang Y; Zang Y,Biological psychiatry. Cognitive neuroscience and neuroimaging,2024,10.1016/j.bpsc.2024.11.004,https://doi.org/10.1016/j.bpsc.2024.11.004,DOI,AI,2026-03-24,
234,Gene-environment interactions in the influence of maternal education on adolescent neurodevelopment using ABCD study.,Shi R; Chang X; Banaschewski T; Barker GJ; Bokde ALW; Desrivières S; Flor H; Grigis A; Garavan H; Gowland P; Heinz A; Brühl R; Martinot JL; Martinot MP; Artiges E; Nees F; Orfanos DP; Poustka L; Hohmann S; Holz N; Smolka MN; Vaidya N; Walter H; Whelan R; Schumann G; Lin X; Feng J,Science advances,2024,10.1126/sciadv.adp3751,https://doi.org/10.1126/sciadv.adp3751,DOI,AI,2026-03-24,
235,Prospective association between screen use modalities and substance use experimentation in early adolescents.,Nagata JM; Shim J; Low P; Ganson KT; Testa A; He J; Santos GM; Brindis CD; Baker FC; Shao IY,Drug and alcohol dependence,2024,10.1016/j.drugalcdep.2024.112504,https://doi.org/10.1016/j.drugalcdep.2024.112504,DOI,AI,2026-03-24,
236,The Role of School Engagement in the Link Between Adverse Childhood Experiences and Adolescent Mental Health.,Niu L; Chen Y; Wang Y; Li Y; Diaz A,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,2024,10.1016/j.jadohealth.2024.09.025,https://doi.org/10.1016/j.jadohealth.2024.09.025,DOI,AI,2026-03-24,
237,Associations between parental psychopathology and youth functional emotion regulation brain networks.,Karl V; Beck D; Eilertsen E; Morawetz C; Wiker T; Aksnes ER; Norbom LB; Ferschmann L; MacSweeney N; Voldsbekk I; Andreassen OA; Westlye LT; Gee DG; Engen H; Tamnes CK,Developmental cognitive neuroscience,2024,10.1016/j.dcn.2024.101476,https://doi.org/10.1016/j.dcn.2024.101476,DOI,AI,2026-03-24,
238,Impact of Environmental Noise and Sleep Health on Pediatric Hypertension Incidence: ABCD Study.,De Moraes ACF; Ma MY; Nascimento-Ferreira MV; Hunt EH; Hoelscher DM,Journal of the American Heart Association,2024,10.1161/JAHA.124.037503,https://doi.org/10.1161/JAHA.124.037503,DOI,AI,2026-03-24,
239,Associations Between Gender Diversity and Eating Disorder Symptoms in Early Adolescence.,Nagata JM; Li K; Kim AE; Shao IY; Otmar CD; Ganson KT; Testa A; He J; Kiss O; Lavender JM; Baker FC,The International journal of eating disorders,2024,10.1002/eat.24317,https://doi.org/10.1002/eat.24317,DOI,AI,2026-03-24,
240,Changes in Rest-Activity Rhythms in Adolescents as They Age: Associations With Brain and Behavioral Changes in the ABCD Study.,Zhang R; Schwandt ML; Vines L; Volkow ND,Journal of the American Academy of Child and Adolescent Psychiatry,2024,10.1016/j.jaac.2024.11.005,https://doi.org/10.1016/j.jaac.2024.11.005,DOI,AI,2026-03-24,
241,Psychosis Spectrum Symptoms Before and After Adolescent Cannabis Use Initiation.,Osborne KJ; Barch DM; Jackson JJ; Karcher NR,JAMA psychiatry,2024,10.1001/jamapsychiatry.2024.3525,https://doi.org/10.1001/jamapsychiatry.2024.3525,DOI,AI,2026-03-24,
242,Change in striatal functional connectivity networks across 2 years due to stimulant exposure in childhood ADHD: results from the ABCD sample.,Kaminski A; Xie H; Hawkins B; Vaidya CJ,Translational psychiatry,2024,10.1038/s41398-024-03165-7,https://doi.org/10.1038/s41398-024-03165-7,DOI,AI,2026-03-24,
243,"Mobile phone ownership, social media use, and substance use at ages 11-13 in the ABCD study.",Doran N; Wade NE; Courtney KE; Sullivan RM; Jacobus J,Addictive behaviors,2024,10.1016/j.addbeh.2024.108211,https://doi.org/10.1016/j.addbeh.2024.108211,DOI,AI,2026-03-24,
244,Pet Ownership and Family Involvement in Sports and Other Activities.,Halbreich ED; Van Allen J,Anthrozoos,2024,10.1080/08927936.2024.2406097,https://doi.org/10.1080/08927936.2024.2406097,DOI,AI,2026-03-24,
245,Resting-state fMRI activation is associated with parent-reported phenotypic features of autism in early adolescence.,Hickson R; Hebron L; Muller-Oehring EM; Cheu A; Hernandez A; Kiss O; Gombert-Labedens M; Baker FC; Schulte T,Frontiers in child and adolescent psychiatry,2024,10.3389/frcha.2024.1481957,https://doi.org/10.3389/frcha.2024.1481957,DOI,AI,2026-03-24,
246,"Callous-unemotional traits, cognitive functioning, and externalizing problems in a propensity-matched sample from the ABCD study.",Murtha K; Perlstein S; Paz Y; Seidlitz J; Raine A; Hawes S; Byrd A; Waller R,"Journal of child psychology and psychiatry, and allied disciplines",2024,10.1111/jcpp.14062,https://doi.org/10.1111/jcpp.14062,DOI,AI,2026-03-24,
247,Cognitive and Behavioral Outcomes of Snoring Among Adolescents.,Isaiah A; Uddin S; Ernst T; Cloak C; Li D; Chang L,JAMA network open,2024,10.1001/jamanetworkopen.2024.44057,https://doi.org/10.1001/jamanetworkopen.2024.44057,DOI,AI,2026-03-24,
248,Asthma and Memory Function in Children.,Christopher-Hayes NJ; Haynes SC; Kenyon NJ; Merchant VD; Schweitzer JB; Ghetti S,JAMA network open,2024,10.1001/jamanetworkopen.2024.42803,https://doi.org/10.1001/jamanetworkopen.2024.42803,DOI,AI,2026-03-24,
249,Characterization and Mitigation of a Simultaneous Multi-Slice fMRI Artifact: Multiband Artifact Regression in Simultaneous Slices.,Tubiolo PN; Williams JC; Van Snellenberg JX,Human brain mapping,2024,10.1002/hbm.70066,https://doi.org/10.1002/hbm.70066,DOI,AI,2026-03-24,
250,A Site-Wise Reliability Analysis of the ABCD Diffusion Fractional Anisotropy and Cortical Thickness: Impact of Scanner Platforms.,Pan Y; Hong LE; Acheson A; Thompson PM; Jahanshad N; Zhu AH; Yu J; Chen C; Ma T; Liu HL; Veraart J; Fieremans E; Karcher NR; Kochunov P; Chen S,Human brain mapping,2024,10.1002/hbm.70070,https://doi.org/10.1002/hbm.70070,DOI,AI,2026-03-24,
251,Early adolescents' ethnic-racial discrimination and pubertal development: Parents' ethnic-racial identities promote adolescents' resilience.,Del Toro J; Anderson RE; Sun X; Lee RM,The American psychologist,2024,10.1037/amp0001284,https://doi.org/10.1037/amp0001284,DOI,AI,2026-03-24,
252,State-level variation in the prevalence of child psychopathology symptoms in the US: Results from the ABCD study,Keyes KM; Kreski NT; Weissman D; & McLaughlin KA,SSM - Mental Health,2024,10.1016/j.ssmmh.2024.100361,https://doi.org/10.1016/j.ssmmh.2024.100361,DOI,AI,2026-03-24,
253,Neural mechanisms of reward processing in preadolescent irritability: Insights from the ABCD study.,Parker AJ; Walker JC; Takarae Y; Dougherty LR; Wiggins JL,Journal of affective disorders,2024,10.1016/j.jad.2024.10.124,https://doi.org/10.1016/j.jad.2024.10.124,DOI,AI,2026-03-24,
254,An investigation of multimodal predictors of adolescent alcohol initiation.,Moore A; Lewis B; Elton A; Squeglia LM; Nixon SJ,Drug and alcohol dependence,2024,10.1016/j.drugalcdep.2024.112491,https://doi.org/10.1016/j.drugalcdep.2024.112491,DOI,AI,2026-03-24,
255,Linking neuroimaging and mental health data from the ABCD Study to UrbanSat measurements of macro environmental factors,Goldblatt R; Holz N; Tate GW; Sherman K; Ghebremicael S; Bhuyan SS; Al-Ajlouni YA; Santillanes S; Araya G; Abad S; Herting MM; Thompson WK; Thapaliya B; Sapkota R; Xu J; Liu J; The environMENTAL consortium; Schumann G; & Calhoun VD,Nature Mental Health,2024,10.1038/s44220-024-00318-x,https://doi.org/10.1038/s44220-024-00318-x,DOI,AI,2026-03-24,
256,"Associations between Fine Particulate Matter Components, Their Sources, and Cognitive Outcomes in Children Ages 9-10 Years Old from the United States.",Sukumaran K; Botternhorn KL; Schwartz J; Gauderman J; Cardenas-Iniguez C; McConnell R; Hackman DA; Berhane K; Ahmadi H; Abad S; Habre R; Herting MM,Environmental health perspectives,2024,10.1289/EHP14418,https://doi.org/10.1289/EHP14418,DOI,AI,2026-03-24,
257,Association between gender diversity and substance use experimentation in early adolescents.,Shao IY; Low P; Sui S; Otmar CD; Ganson KT; Testa A; Santos GM; He J; Baker FC; Nagata JM,Drug and alcohol dependence,2024,10.1016/j.drugalcdep.2024.112473,https://doi.org/10.1016/j.drugalcdep.2024.112473,DOI,AI,2026-03-24,
258,Attention-mediated genetic influences on psychotic symptomatology in adolescence,Chang SE; Hughes DE; Zhu J; Hyat M; Salone SD; Goodman ZT; Roffman JL; Karcher NR; Hernandez LM; Forsyth JK; & Bearden CE,Nature Mental Health,2024,10.1038/s44220-024-00338-7,https://doi.org/10.1038/s44220-024-00338-7,DOI,AI,2026-03-24,
259,Functional brain connectivity predictors of prospective substance use initiation and their environmental correlates.,Kardan O; Weigard A; Cope L; Martz M; Angstadt M; McCurry KL; Michael C; Hardee J; Hyde LW; Sripada C; Heitzeg MM,Biological psychiatry. Cognitive neuroscience and neuroimaging,2024,10.1016/j.bpsc.2024.10.002,https://doi.org/10.1016/j.bpsc.2024.10.002,DOI,AI,2026-03-24,
260,Traumatic and Adverse Childhood Experiences and Developmental Differences in Psychiatric Risk.,Russell JD; Heyn SA; Peverill M; DiMaio S; Herringa RJ,JAMA psychiatry,2024,10.1001/jamapsychiatry.2024.3231,https://doi.org/10.1001/jamapsychiatry.2024.3231,DOI,AI,2026-03-24,
261,"Associations between polygenic scores for cognitive and non-cognitive factors of educational attainment and measures of behavior, psychopathology, and neuroimaging in the adolescent brain cognitive development study.",Gorelik AJ; Paul SE; Miller AP; Baranger DAA; Lin S; Zhang W; Elsayed NM; Modi H; Addala P; Bijsterbosch J; Barch DM; Karcher NR; Hatoum AS; Agrawal A; Bogdan R; Johnson EC,Psychological medicine,2024,10.1017/S0033291724002174,https://doi.org/10.1017/S0033291724002174,DOI,AI,2026-03-24,
262,Discrimination and manic symptoms in early adolescence: A prospective cohort study.,Nagata JM; Wong J; Zamora G; Al-Shoaibi AAA; Low P; Ganson KT; Testa A; He J; Lavender JM; Baker FC,Journal of affective disorders,2024,10.1016/j.jad.2024.10.078,https://doi.org/10.1016/j.jad.2024.10.078,DOI,AI,2026-03-24,
263,Working memory related brain-behavior associations in the context of socioeconomic and psychosocial deprivation.,Cui Z; Sweet L; M Kogan S; Oshri A,Cortex; a journal devoted to the study of the nervous system and behavior,2024,10.1016/j.cortex.2024.09.013,https://doi.org/10.1016/j.cortex.2024.09.013,DOI,AI,2026-03-24,
264,Lifetime History of Head or Traumatic Brain Injury Before Age 9 and School Outcomes: Results From the Adolescent Brain Cognitive Development Study.,Waltzman D; Haarbauer-Krupa J; Daugherty J; Sarmiento K; Yurgelun-Todd DA; McGlade EC,The Journal of school health,2024,10.1111/josh.13508,https://doi.org/10.1111/josh.13508,DOI,AI,2026-03-24,
265,Genomic analysis of intracranial and subcortical brain volumes yields polygenic scores accounting for variation across ancestries.,García-Marín LM; Campos AI; Diaz-Torres S; Rabinowitz JA; Ceja Z; Mitchell BL; Grasby KL; Thorp JG; Agartz I; Alhusaini S; Ames D; Amouyel P; Andreassen OA; Arfanakis K; Arias-Vasquez A; Armstrong NJ; Athanasiu L; Bastin ME; Beiser AS; Bennett DA; Bis JC; Boks MPM; Boomsma DI; Brodaty H; Brouwer RM; Buitelaar JK; Burkhardt R; Cahn W; Calhoun VD; Carmichael OT; Chakravarty M; Chen Q; Ching CRK; Cichon S; Crespo-Facorro B; Crivello F; Dale AM; Smith GD; de Geus EJC; De Jager PL; de Zubicaray GI; Debette S; DeCarli C; Depondt C; Desrivières S; Djurovic S; Ehrlich S; Erk S; Espeseth T; Fernández G; Filippi I; Fisher SE; Fleischman DA; Fletcher E; Fornage M; Forstner AJ; Francks C; Franke B; Ge T; Goldman AL; Grabe HJ; Green RC; Grimm O; Groenewold NA; Gruber O; Gudnason V; Håberg AK; Haukvik UK; Heinz A; Hibar DP; Hilal S; Himali JJ; Ho BC; Hoehn DF; Hoekstra PJ; Hofer E; Hoffmann W; Holmes AJ; Homuth G; Hosten N; Ikram MK; Ipser JC; Jack CR; Jahanshad N; Jönsson EG; Kahn RS; Kanai R; Klein M; Knol MJ; Launer LJ; Lawrie SM; Hellard SL; Lee PH; Lemaître H; Li S; Liewald DCM; Lin H; Longstreth WT; Lopez OL; Luciano M; Maillard P; Marquand AF; Martin NG; Martinot JL; Mather KA; Mattay VS; McMahon KL; Mecocci P; Melle I; Meyer-Lindenberg A; Mirza-Schreiber N; Milaneschi Y; Mosley TH; Mühleisen TW; Müller-Myhsok B; Maniega SM; Nauck M; Nho K; Niessen WJ; Nöthen MM; Nyquist PA; Oosterlaan J; Pandolfo M; Paus T; Pausova Z; Penninx BWJH; Pike GB; Psaty BM; Pütz B; Reppermund S; Rietschel MD; Risacher SL; Romanczuk-Seiferth N; Romero-Garcia R; Roshchupkin GV; Rotter JI; Sachdev PS; Sämann PG; Saremi A; Sargurupremraj M; Saykin AJ; Schmaal L; Schmidt H; Schmidt R; Schofield PR; Scholz M; Schumann G; Schwarz E; Shen L; Shin J; Sisodiya SM; Smith AV; Smoller JW; Soininen HS; Steen VM; Stein DJ; Stein JL; Thomopoulos SI; Toga AW; Tordesillas-Gutiérrez D; Trollor JN; Valdes-Hernandez MC; van T Ent D; van Bokhoven H; van der Meer D; van der Wee NJA; Vázquez-Bourgon J; Veltman DJ; Vernooij MW; Villringer A; Vinke LN; Völzke H; Walter H; Wardlaw JM; Weinberger DR; Weiner MW; Wen W; Westlye LT; Westman E; White T; Witte AV; Wolf C; Yang J; Zwiers MP; Ikram MA; Seshadri S; Thompson PM; Satizabal CL; Medland SE; Rentería ME,Nature genetics,2024,10.1038/s41588-024-01951-z,https://doi.org/10.1038/s41588-024-01951-z,DOI,AI,2026-03-24,
266,Responsible use of population neuroscience data: Towards standards of accountability and integrity.,Brown SA; Garavan H; Jernigan TL; Tapert SF; Huber RS; Lopez D; Murray T; Dowling G; Hoffman EA; Uddin LQ,Developmental cognitive neuroscience,2024,10.1016/j.dcn.2024.101466,https://doi.org/10.1016/j.dcn.2024.101466,DOI,AI,2026-03-24,
267,Functional network disruptions in youth with concussion using the Adolescent Brain Cognitive Development study.,Sheldrake E; Nishat E; Wheeler AL; Goldstein BI; Reed N; Scratch SE,Brain injury,2024,10.1080/02699052.2024.2416545,https://doi.org/10.1080/02699052.2024.2416545,DOI,AI,2026-03-24,
268,Heritability and Genetic Contribution Analysis of Structural-Functional Coupling in Human Brain.,Dai W; Zhang Z; Song P; Zhang H; & Zhao Y,Imaging Neuroscience,2024,10.1162/imag_a_00346,https://doi.org/10.1162/imag_a_00346,DOI,AI,2026-03-24,
269,Social cognitive influences associated with susceptibility to nicotine and tobacco use in youth in the ABCD Study.,Doran N; Gonzalez MR; Courtney KE; Wade NE; Pelham W; Patel H; Roesch S; Jacobus J,Journal of studies on alcohol and drugs,2024,10.15288/jsad.24-00041,https://doi.org/10.15288/jsad.24-00041,DOI,AI,2026-03-24,
270,The ABCD and HBCD Studies: Longitudinal Studies to Inform Prevention Science.,Dowling GJ; Hoffman EA; Cole KM; Wargo EM; Volkow N,Focus (American Psychiatric Publishing),2024,10.1176/appi.focus.20240016,https://doi.org/10.1176/appi.focus.20240016,DOI,AI,2026-03-24,
271,A phenome-wide association study of cross-disorder genetic liability in youth genetically similar to individuals from European reference populations,Paul SE; Colbert SMC; Gorelik AJ; Johnson EC; Hatoum AS; Baranger DAA; Hansen IS; Nagella I; Blaydon L; Hornstein A; Elsayed NM; Barch DM; Bogdan R; & Karcher NR,Nature Mental Health,2024,10.1038/s44220-024-00313-2,https://doi.org/10.1038/s44220-024-00313-2,DOI,AI,2026-03-24,
272,Adolescent resilience in the face of COVID-19 stressors: the role of trauma and protective factors.,Zhang L; Cropley VL; Whittle S; Rakesh D,Psychological medicine,2024,10.1017/S0033291724001806,https://doi.org/10.1017/S0033291724001806,DOI,AI,2026-03-24,
273,Resting-State Functional Connectivity Predicts Attention Problems in Children: Evidence from the ABCD Study.,Duffy KA; Helwig NE,NeuroSci,2024,10.3390/neurosci5040033,https://doi.org/10.3390/neurosci5040033,DOI,AI,2026-03-24,
274,"Prospective associations between Sleep, Sensation-Seeking and Mature Screen Usage in Early Adolescents: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.",Zhang L; Oshri A; Carvalho C; Uddin LQ; Geier C; Nagata JM; Cummins K; Hoffman EA; Tomko RL; Chaarani B; Squeglia LM; Wing D; Mason MJ; Fuemmeler B; Lisdahl K; Tapert SF; Baker FC; Kiss O,Sleep,2024,10.1093/sleep/zsae234,https://doi.org/10.1093/sleep/zsae234,DOI,AI,2026-03-24,
275,Neuroimaging in psychiatry: toward mechanistic insights and clinical utility.,Barch D; Liston C,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2024,10.1038/s41386-024-01984-2,https://doi.org/10.1038/s41386-024-01984-2,DOI,AI,2026-03-24,
276,Distinct functional connectivity phenotypes in preadolescent children with binge eating disorder by BMI status,Steward T; Jann K; & Murray SB,Obesity,2024,DOI: 10.1002/oby.24145,https://doi.org/DOI: 10.1002/oby.24145,DOI,AI,2026-03-24,
277,Longitudinal panel networks of risk and protective factors for early adolescent suicidality in the ABCD sample.,Wallace GT; Conner BT,Development and psychopathology,2024,10.1017/S0954579424001597,https://doi.org/10.1017/S0954579424001597,DOI,AI,2026-03-24,
278,Functional imaging derived ADHD biotypes based on deep clustering: a study on personalized medication therapy guidance.,Feng A; Zhi D; Feng Y; Jiang R; Fu Z; Xu M; Zhao M; Yu S; Stevens M; Sun L; Calhoun V; Sui J,EClinicalMedicine,2024,10.1016/j.eclinm.2024.102876,https://doi.org/10.1016/j.eclinm.2024.102876,DOI,AI,2026-03-24,
279,Investigating cross-sectional and longitudinal relationships between brain structure and distinct dimensions of externalizing psychopathology in the ABCD sample.,Nakua H; Propp L; Bedard AV; Sanches M; Ameis SH; Andrade BF,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2024,10.1038/s41386-024-02000-3,https://doi.org/10.1038/s41386-024-02000-3,DOI,AI,2026-03-24,
280,Risk and resilience profiles and their transition pathways in the ABCD Study.,Yang R; Tuy S; Dougherty LR; Wiggins JL,Development and psychopathology,2024,10.1017/S0954579424001603,https://doi.org/10.1017/S0954579424001603,DOI,AI,2026-03-24,
281,Disordered Eating in Early Adolescence: Disparities Among Minoritised Youth,Daniel B; Suissa A; Liu J; Bruzzese J-M; Jackman KB; & Leonard S,,2024,DOI: 10.1111/jan.16526,https://doi.org/DOI: 10.1111/jan.16526,DOI,AI,2026-03-24,
282,Dimensions of experienced gender and prospective self-injurious thoughts and behaviors in preadolescent children: A national study.,Hull S; Origlio J; Noyola N; Henin A; Liu RT,Journal of affective disorders,2024,10.1016/j.jad.2024.10.033,https://doi.org/10.1016/j.jad.2024.10.033,DOI,AI,2026-03-24,
283,Screen time and mental health: a prospective analysis of the Adolescent Brain Cognitive Development (ABCD) Study.,Nagata JM; Al-Shoaibi AAA; Leong AW; Zamora G; Testa A; Ganson KT; Baker FC,BMC public health,2024,10.1186/s12889-024-20102-x,https://doi.org/10.1186/s12889-024-20102-x,DOI,AI,2026-03-24,
284,Associations of adverse childhood experiences with blood pressure among early adolescents in the United States.,Al-Shoaibi AAA; Lee CM; Raney JH; Ganson KT; Testa A; Dooley EE; Gooding HC; Gabriel KP; Baker FC; Nagata JM,American journal of preventive cardiology,2024,10.1016/j.ajpc.2024.100883,https://doi.org/10.1016/j.ajpc.2024.100883,DOI,AI,2026-03-24,
285,Bayesian inference for group-level cortical surface image-on-scalar regression with Gaussian process priors.,Whiteman AS; Johnson TD; Kang J,Biometrics,2024,10.1093/biomtc/ujae116,https://doi.org/10.1093/biomtc/ujae116,DOI,AI,2026-03-24,
286,Exploring the intersection of polygenic risk scores and prenatal alcohol exposure: Unraveling the mental health equation.,Gerlikhman L; Sarkar DK,"Alcohol, clinical & experimental research",2024,10.1111/acer.15456,https://doi.org/10.1111/acer.15456,DOI,AI,2026-03-24,
